name,n_sample,n_epochs,batch_size,log_metrics,learning_rate,l2_penalty,loss_name,network_depth,network_width,causal_loss_val
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,3,40,0.021652361670000002
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,3,80,0.016479243329999997
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,4,10,0.41259726620000003
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,4,40,0.02229310125
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,4,80,0.01655293748
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,5,10,0.08053709249999999
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,5,40,0.023765604000000003
nmmr,5000,3000,1000,True,0.0003,3e-07,V_statistic,5,80,0.015102151030000002
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,2,10,0.42696207519999996
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,2,40,0.018429846320000002
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,2,80,0.00962996804
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,3,10,0.3177426983
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,3,40,0.01619873438
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,3,80,0.022269707370000003
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,4,10,0.41583184431
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,4,40,0.02110358091
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,4,80,0.01568761132
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,5,10,0.09665392719999999
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,5,40,0.022556242509999998
nmmr,5000,3000,1000,True,0.0003,3e-07,U_statistic,5,80,0.014825380870000002
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,2,10,0.0408619514
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,2,40,0.009272218420000002
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,2,80,0.005012840039999999
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,3,10,0.043762037200000006
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,3,40,0.015404197890000002
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,3,80,0.017056745579999998
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,4,10,0.03514994716000001
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,4,40,0.02087669501
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,4,80,0.011574156549999999
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,5,10,0.02088867592
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,5,40,0.01738657699
nmmr,5000,3000,1000,True,0.0003,3e-06,V_statistic,5,80,0.015018770939999999
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,2,10,0.04025788870000001
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,2,40,0.011788331620000002
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,2,80,0.00504035171
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,3,10,0.033489227499999996
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,3,40,0.02116467875
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,3,80,0.015247923749999998
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,4,10,0.03654824415
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,4,40,0.01781773216
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,4,80,0.010529497910000001
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,5,10,0.02220161051
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,5,40,0.02083283358
nmmr,5000,3000,1000,True,0.0003,3e-06,U_statistic,5,80,0.011925384729999999
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,2,10,0.04245540715
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,2,40,0.01661803608
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,2,80,0.00365527556
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,3,10,0.039156024549999995
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,3,40,0.01557281089
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,3,80,0.0055135309799999995
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,4,10,0.03365479154999999
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,4,40,0.018111785619999998
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,4,80,0.0070250617999999985
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,5,10,0.01994962746
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,5,40,0.014486207000000001
nmmr,5000,3000,1000,True,0.0003,3e-05,V_statistic,5,80,0.007242527009999999
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,2,10,0.040494181600000005
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,2,40,0.011142628239999999
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,2,80,0.00356183308
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,3,10,0.0283301666
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,3,40,0.0070597612
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,3,80,0.005496104139999999
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,4,10,0.03297551545
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,4,40,0.01449604848
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,4,80,0.010928815960000001
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,5,10,0.025610450899999998
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,5,40,0.010116072010000001
nmmr,5000,3000,1000,True,0.0003,3e-05,U_statistic,5,80,0.0078239084
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,2,10,0.02189129099
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,2,40,0.00475069141
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,2,80,0.004164145369
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,3,10,0.02524446185
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,3,40,0.00486324831
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,3,80,0.00324482013
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,4,10,0.019268890879999997
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,4,40,0.0059959626600000005
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,4,80,0.0049068331500000005
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,5,10,0.01893587149
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,5,40,0.0032760984899999996
nmmr,5000,3000,1000,True,0.003,3e-07,V_statistic,5,80,0.0038688954899999996
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,2,10,0.021103787150000004
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,2,40,0.0053293581699999995
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,2,80,0.006172750090000001
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,3,10,0.01923231242
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,3,40,0.006289340289999999
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,3,80,0.005198667350000001
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,4,10,0.0343113505
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,4,40,0.006630218259999999
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,4,80,0.002967474504
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,5,10,0.016932166829999998
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,5,40,0.0089305771
nmmr,5000,3000,1000,True,0.003,3e-07,U_statistic,5,80,0.004768953190000001
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,2,10,0.022227922400000003
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,2,40,0.00446639293
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,2,80,0.00634297102
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,3,10,0.01666635885
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,3,40,0.003337902617
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,3,80,0.0027519626900000004
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,4,10,0.01954741528
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,4,40,0.004512395840000001
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,4,80,0.004051704194
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,5,10,0.012808318800000001
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,5,40,0.01024025847
nmmr,5000,3000,1000,True,0.003,3e-06,V_statistic,5,80,0.006412087943
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,2,10,0.0247673314
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,2,40,0.006631969410000001
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,2,80,0.00441027176
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,3,10,0.01742239456
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,3,40,0.009153103039999997
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,3,80,0.007007452579999999
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,4,10,0.023356352249999997
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,4,40,0.006187589873999999
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,4,80,0.00200846981
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,5,10,0.01358914991
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,5,40,0.007039830483999999
nmmr,5000,3000,1000,True,0.003,3e-06,U_statistic,5,80,0.003983575056
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,2,10,0.01692918012
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,2,40,0.00487104241
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,2,80,0.004956411139
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,3,10,0.018951435529999998
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,3,40,0.0055291540140000005
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,3,80,0.00342993157
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,4,10,0.02131363985
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,4,40,0.006184212380000001
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,4,80,0.0031551290700000006
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,5,10,0.00720570321
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,5,40,0.00344349423
nmmr,5000,3000,1000,True,0.003,3e-05,V_statistic,5,80,0.012410048109999999
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,2,10,0.019142851699999998
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,2,40,0.006630559499999999
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,2,80,0.00492348159
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,3,10,0.01725979509
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,3,40,0.006810275409999999
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,3,80,0.0034984646400000007
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,4,10,0.023127374
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,4,40,0.005820869029999999
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,4,80,0.0048877454899999995
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,5,10,0.01523399628
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,5,40,0.00746409296
nmmr,5000,3000,1000,True,0.003,3e-05,U_statistic,5,80,0.00575974908
