epoch_num,causal_loss_train,causal_loss_val,rep_ID
1,0.017465955,0.17723587,3
2,0.017450204,0.17389894,3
3,0.017438602,0.17657337,3
4,0.017457178,0.17988363,3
5,0.017428141,0.17659667,3
6,0.01741811,0.17851318,3
7,0.017446214,0.18201964,3
8,0.017407078,0.17839527,3
9,0.017406477,0.17695244,3
10,0.017400395,0.17960842,3
11,0.017399367,0.17992438,3
12,0.017388022,0.1792624,3
13,0.017384557,0.1764117,3
14,0.01737007,0.17733668,3
15,0.017411014,0.18091978,3
16,0.017370924,0.1745356,3
17,0.01735007,0.1766598,3
18,0.017379876,0.17957747,3
19,0.017343625,0.17489165,3
20,0.017357878,0.17785783,3
21,0.017338434,0.17581138,3
22,0.01732765,0.17342417,3
23,0.017337525,0.17739908,3
24,0.017317094,0.1748006,3
25,0.017313655,0.17359528,3
26,0.017336983,0.17733184,3
27,0.017303037,0.17402674,3
28,0.017296929,0.1746279,3
29,0.017294982,0.17678486,3
30,0.017286668,0.17596549,3
31,0.017299572,0.17854024,3
32,0.017280813,0.17668499,3
33,0.01729076,0.17332405,3
34,0.01730719,0.17821984,3
35,0.017267965,0.17498998,3
36,0.017269839,0.17334528,3
37,0.01729606,0.17905301,3
38,0.017258825,0.17388758,3
39,0.017255308,0.1738421,3
40,0.017274996,0.17842461,3
41,0.01724625,0.17417638,3
42,0.01723938,0.17566273,3
43,0.01728859,0.17954013,3
44,0.017260758,0.17133804,3
45,0.017231416,0.17547277,3
46,0.017264396,0.17751403,3
47,0.017228829,0.17166825,3
48,0.017212804,0.17431863,3
49,0.017256873,0.17905195,3
0,0.017545193,0.17894182,4
1,0.017534671,0.17828774,4
2,0.01752306,0.17808859,4
3,0.017512104,0.17787065,4
4,0.017500544,0.17881536,4
5,0.017489715,0.17839101,4
6,0.017487384,0.17954415,4
7,0.017471332,0.17644742,4
8,0.017465526,0.1771503,4
9,0.017456785,0.17720766,4
10,0.017443867,0.17685734,4
11,0.01748743,0.18167926,4
12,0.01744237,0.17496513,4
13,0.017422559,0.17915502,4
14,0.017433405,0.17928764,4
15,0.017414493,0.17318891,4
16,0.017429018,0.17902277,4
17,0.01740554,0.1787305,4
18,0.01737828,0.17577146,4
19,0.017385822,0.1786254,4
20,0.017362146,0.17516409,4
21,0.01736501,0.17696118,4
22,0.017352907,0.17407528,4
23,0.01733795,0.17584118,4
24,0.017364936,0.17923038,4
25,0.017324178,0.17519395,4
26,0.017344784,0.17955524,4
27,0.017320883,0.17785828,4
28,0.01734924,0.17179337,4
29,0.017340783,0.17911083,4
30,0.01729298,0.17622828,4
31,0.017290438,0.17695527,4
32,0.017316937,0.18225014,4
33,0.017356511,0.17345881,4
34,0.01731434,0.18253885,4
35,0.017294087,0.18103753,4
36,0.017337626,0.17198019,4
37,0.01732967,0.1822884,4
38,0.017264172,0.17930782,4
39,0.017276121,0.1743126,4
40,0.01730541,0.18387777,4
41,0.01725674,0.18184009,4
42,0.01724413,0.17481008,4
43,0.017233763,0.17963362,4
44,0.017222729,0.17910518,4
45,0.01721506,0.1746307,4
46,0.017211726,0.17787376,4
47,0.01719642,0.17555486,4
48,0.0171888,0.17439167,4
49,0.01718744,0.17624003,4
0,0.01743068,0.18121031,5
1,0.017418848,0.18090367,5
2,0.017412208,0.17944966,5
3,0.017421724,0.18165235,5
4,0.017404526,0.1788473,5
5,0.017392945,0.17627877,5
6,0.017393496,0.17816503,5
7,0.017395081,0.17974481,5
8,0.017363943,0.17948334,5
9,0.017358929,0.18152952,5
10,0.01735919,0.18265864,5
11,0.017331343,0.17788272,5
12,0.017320221,0.17833559,5
13,0.017316096,0.17857407,5
14,0.017295575,0.17477071,5
15,0.0173031,0.17801018,5
16,0.017267236,0.17478593,5
17,0.0172565,0.17610398,5
18,0.017253889,0.17772368,5
19,0.017233629,0.17637943,5
20,0.017224178,0.17362401,5
21,0.017226497,0.17704594,5
22,0.017221361,0.1793273,5
23,0.0172203,0.17381911,5
24,0.017205657,0.18168293,5
25,0.01719576,0.18095177,5
26,0.017174825,0.17471956,5
27,0.017184546,0.17733182,5
28,0.01715523,0.17450574,5
29,0.0171534,0.17291561,5
30,0.017150888,0.17573377,5
31,0.01713414,0.17581017,5
32,0.017127642,0.1778004,5
33,0.017149068,0.18144791,5
34,0.01712108,0.17628635,5
35,0.017111426,0.18108752,5
36,0.017142098,0.18491653,5
37,0.017113624,0.17792709,5
38,0.017111924,0.18431073,5
39,0.01710101,0.18436213,5
40,0.01709853,0.17825772,5
41,0.017124744,0.1873524,5
42,0.017076181,0.18405083,5
43,0.017133376,0.17532502,5
44,0.01709084,0.18383214,5
45,0.01707147,0.18369746,5
46,0.017120631,0.17511265,5
47,0.017136231,0.18715571,5
48,0.01703671,0.1804355,5
49,0.01706211,0.17715265,5
0,0.017488323,0.17900136,6
1,0.017467776,0.178618,6
2,0.017460838,0.18142138,6
3,0.017431414,0.17823122,6
4,0.017416498,0.17755055,6
5,0.017406104,0.17744493,6
6,0.01737843,0.17491296,6
7,0.017360961,0.17583989,6
8,0.01734873,0.17727545,6
9,0.017321374,0.17509685,6
10,0.017319353,0.1767537,6
11,0.017291319,0.1740512,6
12,0.0172808,0.17259572,6
13,0.017273938,0.17441104,6
14,0.01725543,0.17145574,6
15,0.017257487,0.17480779,6
16,0.01724264,0.1758179,6
17,0.017247286,0.17125075,6
18,0.017260434,0.17619398,6
19,0.017230986,0.17349005,6
20,0.017243912,0.1676149,6
21,0.017282935,0.17590615,6
22,0.017209535,0.1737808,6
23,0.01722933,0.17017111,6
24,0.017220605,0.17690194,6
25,0.017202826,0.17506784,6
26,0.017211074,0.16795608,6
27,0.017186662,0.17129254,6
28,0.017191065,0.17171483,6
29,0.017183533,0.16743581,6
30,0.01717107,0.17216158,6
31,0.017204894,0.17639962,6
32,0.017169377,0.17154342,6
33,0.017152652,0.17331974,6
34,0.017167749,0.1734276,6
35,0.017144468,0.16871566,6
36,0.017139787,0.17021936,6
37,0.017140638,0.17048281,6
38,0.017131917,0.168803,6
39,0.017135302,0.17169286,6
40,0.01712611,0.171879,6
41,0.017123198,0.17114782,6
42,0.017151356,0.17463356,6
43,0.017121648,0.16876248,6
44,0.017113881,0.17117491,6
45,0.017129796,0.17323484,6
46,0.017104205,0.16995929,6
47,0.017100923,0.16994977,6
48,0.017109707,0.17067347,6
49,0.017092133,0.16804382,6
0,0.01737232,0.17616114,7
1,0.017350653,0.17456043,7
2,0.017357538,0.17115672,7
3,0.017348668,0.1745438,7
4,0.017346868,0.17430846,7
5,0.017337775,0.17076607,7
6,0.01733013,0.17477106,7
7,0.017320162,0.174717,7
8,0.017310135,0.17308657,7
9,0.017311554,0.17478332,7
10,0.017299702,0.17406432,7
11,0.017292002,0.17409103,7
12,0.017304968,0.17669462,7
13,0.017284155,0.17685494,7
14,0.017297583,0.1727988,7
15,0.017299578,0.17955379,7
16,0.01726762,0.17645903,7
17,0.017259596,0.17369913,7
18,0.017299267,0.17846075,7
19,0.017252492,0.17564277,7
20,0.017251113,0.17149524,7
21,0.017276391,0.17887719,7
22,0.017232757,0.17763686,7
23,0.017218865,0.17407146,7
24,0.017208075,0.17734426,7
25,0.017198205,0.17781225,7
26,0.017190633,0.1774569,7
27,0.017192055,0.18080685,7
28,0.017174946,0.17942345,7
29,0.017172115,0.18086582,7
30,0.017163014,0.1794463,7
31,0.017158775,0.18024902,7
32,0.017153941,0.18124646,7
33,0.01714276,0.1783515,7
34,0.017139778,0.18212764,7
35,0.017126974,0.18169901,7
36,0.017117394,0.18061563,7
37,0.01711067,0.18231402,7
38,0.017101187,0.18204436,7
39,0.017098652,0.18316297,7
40,0.017087024,0.18217672,7
41,0.017081793,0.18239099,7
42,0.017111164,0.1870529,7
43,0.017071374,0.1812786,7
44,0.017062614,0.18128493,7
45,0.017109588,0.18667312,7
46,0.01707368,0.17917132,7
47,0.017047377,0.18606892,7
48,0.01703204,0.18581326,7
49,0.017052876,0.18241237,7
0,0.017459994,0.17643334,8
1,0.017469358,0.17789666,8
2,0.01744153,0.17426181,8
3,0.017444195,0.17833371,8
4,0.017429944,0.1781441,8
5,0.017426526,0.17372891,8
6,0.01741519,0.17799984,8
7,0.017403373,0.17750213,8
8,0.017388249,0.17347986,8
9,0.017391337,0.17554499,8
10,0.017391168,0.17537789,8
11,0.017401714,0.17035183,8
12,0.017372172,0.17651246,8
13,0.017354324,0.17504103,8
14,0.01735012,0.17717537,8
15,0.01737552,0.18155289,8
16,0.017338188,0.17794146,8
17,0.017337982,0.17987752,8
18,0.017323932,0.17700002,8
19,0.01731872,0.17685252,8
20,0.017319994,0.17723452,8
21,0.017304856,0.17427209,8
22,0.01731201,0.17700775,8
23,0.017288432,0.17469315,8
24,0.017287504,0.1754993,8
25,0.017327806,0.17953259,8
26,0.01729994,0.17223555,8
27,0.0172966,0.17897029,8
28,0.017278992,0.17754665,8
29,0.017302036,0.17106104,8
30,0.017310796,0.18030274,8
31,0.017243328,0.17767408,8
32,0.017271878,0.17265378,8
33,0.017270148,0.18283612,8
34,0.01721102,0.17988417,8
35,0.017219843,0.17754354,8
36,0.017351134,0.18912944,8
37,0.017211678,0.1771169,8
38,0.01718815,0.17821342,8
39,0.017236415,0.1852413,8
40,0.017171996,0.18136288,8
41,0.017164445,0.18245819,8
42,0.017182114,0.18499544,8
43,0.017171346,0.17898193,8
44,0.01718147,0.18461737,8
45,0.01713638,0.18067461,8
46,0.017139817,0.179112,8
47,0.017190343,0.18645279,8
48,0.017130088,0.1838803,8
49,0.017154757,0.1789955,8
0,0.017349897,0.1749652,9
1,0.01733062,0.17164943,9
2,0.017348906,0.17504416,9
3,0.017332992,0.17471477,9
4,0.017314542,0.17288165,9
5,0.017308386,0.17247066,9
6,0.01730358,0.17285952,9
7,0.017299738,0.17282216,9
8,0.017291108,0.17210051,9
9,0.017295288,0.17361984,9
10,0.017283814,0.1730611,9
11,0.017291397,0.17460907,9
12,0.017273977,0.17300403,9
13,0.017270524,0.17383146,9
14,0.017299404,0.17637001,9
15,0.017271183,0.17091846,9
16,0.017268863,0.17531678,9
17,0.017258096,0.17506056,9
18,0.017248455,0.17275147,9
19,0.017303508,0.1786661,9
20,0.01724083,0.17531995,9
21,0.017234353,0.17294034,9
22,0.017252615,0.17648867,9
23,0.01722398,0.17419845,9
24,0.017220777,0.17066482,9
25,0.017276868,0.1768316,9
26,0.017207528,0.16955727,9
27,0.017197879,0.16994789,9
28,0.01730283,0.1773566,9
29,0.017196413,0.1702819,9
30,0.017180074,0.1738732,9
31,0.017201032,0.17815782,9
32,0.017181138,0.17285213,9
33,0.017168244,0.17820233,9
34,0.017158724,0.17847876,9
35,0.017145354,0.17497349,9
36,0.017158622,0.17773618,9
37,0.017134916,0.17564945,9
38,0.017124396,0.17313893,9
39,0.017119225,0.17401525,9
40,0.017119722,0.17547105,9
41,0.017099107,0.17506157,9
42,0.017098228,0.17881744,9
43,0.017079992,0.1798296,9
44,0.017072175,0.1802299,9
45,0.017074691,0.18404946,9
46,0.017052751,0.18350753,9
47,0.017043306,0.1829144,9
48,0.017042011,0.18183915,9
49,0.017048664,0.18597656,9
0,0.01747959,0.17797622,10
1,0.017477786,0.18053633,10
2,0.017470041,0.18094668,10
3,0.017458344,0.17935705,10
4,0.017449519,0.17935687,10
5,0.017469864,0.17997088,10
6,0.017437972,0.17704074,10
7,0.017426025,0.17632899,10
8,0.017422257,0.177943,10
9,0.017413221,0.17904818,10
10,0.017404815,0.17682172,10
11,0.017398437,0.17962761,10
12,0.017477008,0.18409471,10
13,0.017383583,0.17724544,10
14,0.017407734,0.17415665,10
15,0.017399142,0.1795737,10
16,0.017409584,0.17992787,10
17,0.017367654,0.17436604,10
18,0.017352661,0.17561378,10
19,0.017402893,0.17990626,10
20,0.01734551,0.17540619,10
21,0.01733874,0.17479044,10
22,0.017332299,0.17575645,10
23,0.01733228,0.1759277,10
24,0.017316008,0.17410775,10
25,0.017305484,0.1746119,10
26,0.017306264,0.1760347,10
27,0.01728199,0.17361616,10
28,0.01726926,0.17295751,10
29,0.017274104,0.1753469,10
30,0.0172581,0.17497005,10
31,0.017234175,0.17023762,10
32,0.01721834,0.170352,10
33,0.017227294,0.17187336,10
34,0.017188314,0.16934566,10
35,0.017180739,0.1706667,10
36,0.017177528,0.17255329,10
37,0.017152369,0.17023139,10
38,0.017136347,0.17054653,10
39,0.017128304,0.17114241,10
40,0.017106837,0.16968483,10
41,0.0170982,0.17084621,10
42,0.017086176,0.17045398,10
43,0.017084211,0.1688615,10
44,0.017128386,0.17161675,10
45,0.01707758,0.16533504,10
46,0.017067414,0.16821086,10
47,0.017065521,0.16914093,10
48,0.017048696,0.16835447,10
49,0.017056463,0.16868378,10
0,0.017259093,0.17158422,11
1,0.017239524,0.16972384,11
2,0.017223237,0.17052935,11
3,0.017213406,0.17182021,11
4,0.01719046,0.1699138,11
5,0.017193269,0.17307879,11
6,0.017180037,0.17162164,11
7,0.017166015,0.17059828,11
8,0.01714524,0.16870888,11
9,0.017158123,0.17204803,11
10,0.017132219,0.1699422,11
11,0.017126525,0.1694187,11
12,0.017138397,0.17226982,11
13,0.017118197,0.17033294,11
14,0.017118048,0.16828717,11
15,0.017148737,0.17210034,11
16,0.017112637,0.17021932,11
17,0.017101215,0.16820316,11
18,0.017096667,0.16783534,11
19,0.017097374,0.16821212,11
20,0.017090213,0.16769844,11
21,0.01709249,0.16837493,11
22,0.017081695,0.16655892,11
23,0.017087812,0.16848576,11
24,0.017080477,0.16799216,11
25,0.017075762,0.16835351,11
26,0.017075984,0.16996363,11
27,0.017074276,0.17056704,11
28,0.017071817,0.16785279,11
29,0.017114215,0.17209889,11
30,0.017073777,0.16918805,11
31,0.017068863,0.16847365,11
32,0.017070826,0.17015395,11
33,0.017059954,0.16748582,11
34,0.01705632,0.16800041,11
35,0.017067889,0.16966885,11
36,0.017050771,0.16704819,11
37,0.017053043,0.16875027,11
38,0.017044561,0.16762365,11
39,0.017040439,0.16804221,11
40,0.017057912,0.17001009,11
41,0.017047876,0.164105,11
42,0.01703587,0.1653465,11
43,0.017080327,0.17008136,11
44,0.017034022,0.1656194,11
45,0.017026009,0.1670613,11
46,0.017039478,0.17061041,11
47,0.01702427,0.16665655,11
48,0.017031055,0.17172466,11
49,0.017018205,0.16865163,11
0,0.017406983,0.17776981,12
1,0.017420057,0.1786642,12
2,0.017386595,0.17525162,12
3,0.017376816,0.17580241,12
4,0.017380044,0.1789074,12
5,0.017363094,0.17711228,12
6,0.017361099,0.17561059,12
7,0.01735713,0.17827617,12
8,0.017339213,0.17571722,12
9,0.017331176,0.17544477,12
10,0.01734178,0.17686918,12
11,0.017317815,0.1731343,12
12,0.01731397,0.1732423,12
13,0.017308341,0.17403075,12
14,0.017296083,0.1749854,12
15,0.017295755,0.17684291,12
16,0.017284624,0.17625788,12
17,0.01727598,0.17569244,12
18,0.017276267,0.17618932,12
19,0.017261736,0.17310825,12
20,0.017264845,0.1775883,12
21,0.017243242,0.17617522,12
22,0.017235331,0.17651896,12
23,0.017267562,0.17996049,12
24,0.01723052,0.17467393,12
25,0.017226456,0.17748137,12
26,0.017227244,0.17850906,12
27,0.017217858,0.17467704,12
28,0.01719678,0.17796576,12
29,0.017191228,0.17970528,12
30,0.017189384,0.17661992,12
31,0.017191395,0.17895322,12
32,0.017169125,0.17488317,12
33,0.017164178,0.17426874,12
34,0.017187107,0.17689724,12
35,0.017147005,0.1733661,12
36,0.017141791,0.17643695,12
37,0.017145803,0.17822114,12
38,0.017125923,0.17678915,12
39,0.017132089,0.17872158,12
40,0.01714006,0.18026192,12
41,0.017122965,0.17528458,12
42,0.017133385,0.18011546,12
43,0.01710531,0.17661692,12
44,0.01710833,0.17599013,12
45,0.01711531,0.18209174,12
46,0.017088687,0.1786438,12
47,0.017123042,0.1848444,12
48,0.017087596,0.18353899,12
49,0.017093154,0.17871435,12
0,0.017233925,0.16962697,13
1,0.017240908,0.17253423,13
2,0.017233422,0.1738481,13
3,0.017212307,0.1713456,13
4,0.017206531,0.17226271,13
5,0.017232193,0.17585464,13
6,0.017196678,0.17238832,13
7,0.017196028,0.17068705,13
8,0.017210834,0.17544182,13
9,0.017185891,0.17408563,13
10,0.017187605,0.17128465,13
11,0.01718533,0.17344952,13
12,0.01721832,0.1749106,13
13,0.017172404,0.17041332,13
14,0.017169088,0.17061728,13
15,0.017176362,0.17418137,13
16,0.017170647,0.17395028,13
17,0.01716161,0.1705881,13
18,0.017161675,0.17229374,13
19,0.017161941,0.1717946,13
20,0.01715284,0.1702486,13
21,0.017150205,0.17058383,13
22,0.017156001,0.17378272,13
23,0.017146911,0.17379393,13
24,0.017143393,0.17370522,13
25,0.01715177,0.17465025,13
26,0.01713752,0.17113736,13
27,0.01714048,0.17145976,13
28,0.017136093,0.17102662,13
29,0.017136708,0.17180961,13
30,0.017135264,0.17166354,13
31,0.017136456,0.17343049,13
32,0.017133476,0.17335151,13
33,0.017127277,0.17317109,13
34,0.017143449,0.17593564,13
35,0.017124617,0.17181878,13
36,0.01712579,0.17282641,13
37,0.017127011,0.17198282,13
38,0.017120443,0.16981426,13
39,0.017118286,0.1688818,13
40,0.017122023,0.17071724,13
41,0.01711427,0.1699357,13
42,0.017121105,0.17201498,13
43,0.017119542,0.17304611,13
44,0.017111517,0.17172368,13
45,0.017143242,0.17564377,13
46,0.01710957,0.17277856,13
47,0.017104974,0.17068507,13
48,0.017136047,0.17525136,13
49,0.017109698,0.16991454,13
0,0.017513288,0.18291423,14
1,0.017502563,0.18020059,14
2,0.017495263,0.17959772,14
3,0.017492184,0.17734732,14
4,0.017488323,0.17894556,14
5,0.017482884,0.18008944,14
6,0.017473157,0.17995256,14
7,0.017479992,0.1816468,14
8,0.017462473,0.1776234,14
9,0.017462488,0.17977819,14
10,0.017451586,0.17892416,14
11,0.017452212,0.1750832,14
12,0.017459368,0.18138242,14
13,0.017425619,0.17979208,14
14,0.017421806,0.17968574,14
15,0.017424857,0.1805656,14
16,0.017449314,0.1743293,14
17,0.017436199,0.17930724,14
18,0.017437927,0.17925553,14
19,0.017469618,0.17146876,14
20,0.017425135,0.17945908,14
21,0.01741433,0.17972124,14
22,0.017397922,0.17544502,14
23,0.017390583,0.18015201,14
24,0.017375387,0.17856038,14
25,0.01738376,0.17538783,14
26,0.01739175,0.1802144,14
27,0.017365566,0.17545891,14
28,0.017358877,0.17609242,14
29,0.017371094,0.17881036,14
30,0.017355436,0.1791431,14
31,0.017349463,0.17625812,14
32,0.017399075,0.18116622,14
33,0.017340554,0.17588581,14
34,0.017339464,0.17304933,14
35,0.017358396,0.17714368,14
36,0.017324176,0.17452471,14
37,0.0173207,0.17378573,14
38,0.017323699,0.17745876,14
39,0.017312987,0.17715232,14
40,0.017305203,0.17599492,14
41,0.01731334,0.17913051,14
42,0.017298285,0.17679165,14
43,0.017295199,0.17727321,14
44,0.017328449,0.1798144,14
45,0.017290287,0.17447226,14
46,0.017284887,0.17437352,14
47,0.017288867,0.17697962,14
48,0.017281722,0.17281179,14
49,0.017274031,0.17480335,14
0,0.01740622,0.17970707,15
1,0.017394045,0.17343803,15
2,0.017382083,0.17863213,15
3,0.017367342,0.17929019,15
4,0.017359992,0.17723535,15
5,0.017361162,0.18075006,15
6,0.017355826,0.18133233,15
7,0.017336749,0.17916735,15
8,0.017333342,0.18070713,15
9,0.017324645,0.17916211,15
10,0.017321907,0.17867398,15
11,0.017313927,0.1773701,15
12,0.01731057,0.17504342,15
13,0.017333755,0.17846113,15
14,0.017310213,0.17738047,15
15,0.017298276,0.17496721,15
16,0.017315568,0.18088488,15
17,0.01728745,0.18019451,15
18,0.017299568,0.1773014,15
19,0.017279997,0.18169826,15
20,0.017304687,0.1842077,15
21,0.017282799,0.17823604,15
22,0.017261675,0.18253456,15
23,0.017308386,0.18689631,15
24,0.017268252,0.17996442,15
25,0.017263485,0.18409766,15
26,0.017260958,0.1819108,15
27,0.017244076,0.17578262,15
28,0.01727886,0.17969388,15
29,0.017232532,0.17583844,15
30,0.017224913,0.17544012,15
31,0.017219344,0.18058904,15
32,0.017206734,0.18150285,15
33,0.017200205,0.18239166,15
34,0.017192923,0.1817416,15
35,0.01718694,0.18018906,15
36,0.017201636,0.18474436,15
37,0.017194938,0.18483885,15
38,0.017187102,0.18103753,15
39,0.017180137,0.18599117,15
40,0.017241295,0.19029845,15
41,0.017196516,0.18061456,15
42,0.017166324,0.1867155,15
43,0.017147824,0.18572886,15
44,0.017146641,0.18313718,15
45,0.017153472,0.18760933,15
46,0.01712957,0.18502688,15
47,0.017128713,0.18344378,15
48,0.017121311,0.18722628,15
49,0.017112572,0.18590668,15
0,0.01738847,0.17462966,16
1,0.01736925,0.17266147,16
2,0.017360065,0.17588189,16
3,0.017331764,0.17555048,16
4,0.017314045,0.17604747,16
5,0.017300753,0.1755973,16
6,0.017271115,0.17216572,16
7,0.017260935,0.17318933,16
8,0.017251747,0.17337202,16
9,0.017212901,0.1702735,16
10,0.017197479,0.17284456,16
11,0.01717484,0.17284799,16
12,0.017155483,0.17213783,16
13,0.017151,0.17382929,16
14,0.01712836,0.17157133,16
15,0.017113902,0.17308858,16
16,0.01711162,0.17546463,16
17,0.017093008,0.17310837,16
18,0.017090065,0.17539278,16
19,0.01707819,0.17591658,16
20,0.01706736,0.17687987,16
21,0.017056925,0.17670687,16
22,0.017057607,0.17755681,16
23,0.017067526,0.17948295,16
24,0.017043795,0.17652193,16
25,0.017035488,0.17934938,16
26,0.017065743,0.18354239,16
27,0.01702406,0.17757964,16
28,0.017022261,0.1795617,16
29,0.017040955,0.18151435,16
30,0.017012147,0.17649528,16
31,0.01700029,0.17936532,16
32,0.0170015,0.18124239,16
33,0.017002925,0.18167649,16
34,0.016990919,0.17867447,16
35,0.017001962,0.18239716,16
36,0.016978342,0.1809203,16
37,0.016976068,0.18226206,16
38,0.016968463,0.18373975,16
39,0.016963538,0.1845334,16
40,0.0169552,0.18539853,16
41,0.01694112,0.18411903,16
42,0.01693813,0.18440829,16
43,0.016950745,0.18587919,16
44,0.016930377,0.18359928,16
45,0.016926132,0.18495163,16
46,0.016922474,0.18428847,16
47,0.016933417,0.18596962,16
48,0.016921733,0.18407239,16
49,0.016912274,0.1824486,16
0,0.017400015,0.17839713,17
1,0.017398011,0.18012945,17
2,0.017378917,0.17709388,17
3,0.017381256,0.17750645,17
4,0.01735761,0.17437434,17
5,0.01734464,0.17192712,17
6,0.017334092,0.17427589,17
7,0.017318852,0.17431429,17
8,0.017299222,0.1709384,17
9,0.017281996,0.17282903,17
10,0.017269159,0.17257169,17
11,0.01725965,0.17240895,17
12,0.017239312,0.17188893,17
13,0.017221523,0.17182113,17
14,0.017211627,0.17340738,17
15,0.017200619,0.172233,17
16,0.017206665,0.17537338,17
17,0.017179782,0.17321904,17
18,0.01717209,0.17083697,17
19,0.017172696,0.17229016,17
20,0.017158335,0.17201559,17
21,0.01715696,0.16795772,17
