sample_size,method,oos_mse
10000,nmmr_u,15.337699961297355
10000,nmmr_u,17.72707940632693
10000,nmmr_u,10.453464715930654
10000,nmmr_u,23.04096933484843
50000,nmmr_u,8.41198825554015
50000,nmmr_u,6.145887635550959
50000,nmmr_u,19.829368927985357
50000,nmmr_u,12.12137500321195
50000,nmmr_u,12.637240083554705
50000,nmmr_u,22.91799825363221
50000,nmmr_u,28.029663940025284
50000,nmmr_u,23.730194734697914
50000,nmmr_u,15.894577458493487
50000,nmmr_u,6.642117630060746
50000,nmmr_u,10.61131334127183
50000,nmmr_u,16.479677192353073
50000,nmmr_u,17.779849137541778
50000,nmmr_u,20.191988146604245
50000,nmmr_u,24.586135890769352
50000,nmmr_u,6.90251424309523
50000,nmmr_u,12.634389478705945
50000,nmmr_u,33.27143242294694
50000,nmmr_u,7.104293853015973
50000,nmmr_u,8.36294835602666
1000,pmmr,489.2198911731028
1000,pmmr,590.705982367461
1000,pmmr,709.983839884095
1000,pmmr,579.657427241887
1000,pmmr,663.9202064591693
1000,pmmr,600.8253490582189
1000,pmmr,523.6961335007838
1000,pmmr,571.6321287268828
1000,pmmr,542.7376916135606
1000,pmmr,597.0562529473684
1000,pmmr,590.5545470418068
1000,pmmr,558.2996983693829
1000,pmmr,639.3009040616362
1000,pmmr,644.9394211814074
1000,pmmr,643.624913723152
1000,pmmr,571.6755108390845
1000,pmmr,584.7311856549746
1000,pmmr,565.4890820114196
1000,pmmr,576.71968668767
1000,pmmr,590.2949071960027
5000,pmmr,460.81311877810987
5000,pmmr,488.02058068020216
5000,pmmr,462.4699672469307
5000,pmmr,479.2301228429061
5000,pmmr,469.8967340058977
5000,pmmr,454.09299703189083
5000,pmmr,463.63040897619493
5000,pmmr,509.6631007071812
5000,pmmr,511.0376719225584
5000,pmmr,458.18720852494306
5000,pmmr,452.9725709760188
5000,pmmr,481.4666713534807
5000,pmmr,459.48703098278895
5000,pmmr,464.4486828334623
5000,pmmr,520.058496200447
5000,pmmr,427.99305948514785
5000,pmmr,506.4563901045423
5000,pmmr,453.1812620093475
5000,pmmr,523.406302320984
5000,pmmr,468.5463787950792
10000,pmmr,434.35055014652755
10000,pmmr,409.45773880098295
10000,pmmr,433.79875097658623
10000,pmmr,395.119827268372
10000,pmmr,426.67653887401957
10000,pmmr,464.5987641155727
10000,pmmr,395.84382491476947
10000,pmmr,437.21774523663635
10000,pmmr,407.14324553472704
10000,pmmr,414.71403946883163
10000,pmmr,451.35351355628336
10000,pmmr,421.41336172044413
10000,pmmr,471.0492221808834
10000,pmmr,417.5737495392088
10000,pmmr,408.24685898162653
10000,pmmr,415.62064380094046
10000,pmmr,453.40040609218187
10000,pmmr,424.7877745123445
10000,pmmr,400.8386093981894
10000,pmmr,442.02039165896366
50000,pmmr,999999.0
1000,kpv,332.2438659667969
1000,kpv,439.8332214355469
1000,kpv,556.091064453125
1000,kpv,364.3935241699219
1000,kpv,516.2098999023438
1000,kpv,441.21539306640625
1000,kpv,523.7581787109375
1000,kpv,444.1165466308594
1000,kpv,544.508056640625
1000,kpv,498.8605651855469
1000,kpv,439.647705078125
1000,kpv,517.4764404296875
1000,kpv,504.477783203125
1000,kpv,548.2546997070312
1000,kpv,512.6512451171875
1000,kpv,495.7729187011719
1000,kpv,424.00494384765625
1000,kpv,405.8007507324219
1000,kpv,371.2820739746094
1000,kpv,384.58050537109375
5000,kpv,442.7538757324219
5000,kpv,521.9879150390625
5000,kpv,474.460205078125
5000,kpv,485.37554931640625
5000,kpv,517.8635864257812
5000,kpv,429.97808837890625
5000,kpv,482.8290710449219
5000,kpv,511.3086853027344
5000,kpv,503.464111328125
5000,kpv,479.8160095214844
5000,kpv,428.8408203125
5000,kpv,468.769775390625
5000,kpv,495.57769775390625
5000,kpv,471.7958068847656
5000,kpv,573.4638061523438
5000,kpv,423.8721618652344
5000,kpv,517.8639526367188
5000,kpv,395.9764099121094
5000,kpv,543.1860961914062
5000,kpv,463.2772521972656
10000,kpv,472.52545166015625
10000,kpv,472.1148986816406
10000,kpv,469.117431640625
10000,kpv,486.3742370605469
10000,kpv,439.8959655761719
10000,kpv,483.7875061035156
10000,kpv,421.7164001464844
10000,kpv,463.6808166503906
10000,kpv,449.0953063964844
10000,kpv,458.93701171875
10000,kpv,462.5392150878906
10000,kpv,486.47344970703125
10000,kpv,511.641357421875
10000,kpv,468.7489318847656
10000,kpv,433.9861755371094
10000,kpv,492.645263671875
10000,kpv,490.4407653808594
10000,kpv,488.337646484375
10000,kpv,451.59918212890625
10000,kpv,476.9630432128906
50000,kpv,999999.0
1000,cevae,610.4201173139779
1000,cevae,119.66595781134295
1000,cevae,76.74944758087562
1000,cevae,165.43633494628193
1000,cevae,257.6704250658884
1000,cevae,266.0722425888723
1000,cevae,95.65848531564153
1000,cevae,98.3123752763938
1000,cevae,2095.271180389899
1000,cevae,83.99327418055195
1000,cevae,175.42612761220343
1000,cevae,114.32551847031212
1000,cevae,186.17011497926813
1000,cevae,2093.673068082858
1000,cevae,147.64442643646618
1000,cevae,320.1270747265237
1000,cevae,230.01516372132764
1000,cevae,193.9803357977858
1000,cevae,170.61803590287624
1000,cevae,533.8948929202977
5000,cevae,155.40887034076562
5000,cevae,122.9673256991701
5000,cevae,196.79626221383728
5000,cevae,107.7473215184727
5000,cevae,250.52812101848903
5000,cevae,240.0940372741493
5000,cevae,273.9916158351895
5000,cevae,134.40223144206874
5000,cevae,302.7368970123325
5000,cevae,389.5289876649564
5000,cevae,260.9134354257047
5000,cevae,146.26850689159562
5000,cevae,172.92859154459254
5000,cevae,877.0277816342111
5000,cevae,117.973582801334
5000,cevae,92.38946063750623
5000,cevae,233.1685347387293
5000,cevae,404.3343162965601
5000,cevae,174.31429356372058
5000,cevae,249.59349757433597
10000,cevae,171.14292707326504
10000,cevae,179.43960001156
10000,cevae,83.41094164699719
10000,cevae,426.38782771658464
10000,cevae,120.88146091711174
10000,cevae,100.2972037671432
10000,cevae,259.15161583793457
10000,cevae,183.12665807331
10000,cevae,251.7120697114257
10000,cevae,154.51296045510895
10000,cevae,2702.0825391802596
10000,cevae,119.82316651364881
10000,cevae,609.5504689090099
10000,cevae,128.28614118324748
10000,cevae,170.0100243405485
10000,cevae,124.48814751395587
10000,cevae,1092.8957414690524
10000,cevae,605.4767125101691
10000,cevae,124.97942775993428
10000,cevae,151.09370538361
50000,cevae,404.5164113395861
50000,cevae,109.59381600913416
50000,cevae,140.36543458327907
50000,cevae,136.05513501274694
50000,cevae,425.21055953371507
50000,cevae,155.0522317043944
50000,cevae,188.91655069971154
50000,cevae,201.1844531856374
50000,cevae,117.83343059988663
50000,cevae,145.31419165688757
50000,cevae,125.50825723309511
50000,cevae,109.26732458093038
50000,cevae,653.7977176662841
50000,cevae,659.5494552900252
50000,cevae,234.3517106929678
50000,cevae,2123.929599781929
50000,cevae,691.438776003541
50000,cevae,414.0770083544795
50000,cevae,97.10181914475879
50000,cevae,102.4412243746682
1000,dfpv,45.97972432710203
1000,dfpv,38.72595836152938
1000,dfpv,22.40143447240463
1000,dfpv,33.230487726309974
1000,dfpv,36.838399149767824
1000,dfpv,41.63677732747417
1000,dfpv,42.618556332060464
1000,dfpv,57.59887845123179
1000,dfpv,54.03098464005819
1000,dfpv,42.03183623770896
1000,dfpv,55.05502027548928
1000,dfpv,59.14113165885779
1000,dfpv,37.80970763953046
1000,dfpv,45.638172214168456
1000,dfpv,34.25000890736474
1000,dfpv,46.899671054552115
1000,dfpv,52.941757738406636
1000,dfpv,35.996219284642834
1000,dfpv,39.75059131309333
1000,dfpv,28.00199937253678
5000,dfpv,39.6242851549503
5000,dfpv,48.15573247316538
5000,dfpv,56.09034578161413
5000,dfpv,77.3131136540307
5000,dfpv,46.9965186715517
5000,dfpv,50.97668973222608
5000,dfpv,48.79805766104298
5000,dfpv,64.61330103993043
5000,dfpv,35.37720499787677
5000,dfpv,42.28035009490391
5000,dfpv,45.73370166658069
5000,dfpv,49.85775634782516
5000,dfpv,45.143672091272336
5000,dfpv,52.24149090026642
5000,dfpv,55.71600654749251
5000,dfpv,33.06553614020401
5000,dfpv,46.507151983378364
5000,dfpv,48.27998814081951
5000,dfpv,45.45981048511214
5000,dfpv,61.70294722634005
10000,dfpv,39.748292259439246
10000,dfpv,221.62743639825098
10000,dfpv,651.3631915407977
10000,dfpv,24.116839866099344
10000,dfpv,24.062974055776507
10000,dfpv,32.40356391438737
10000,dfpv,25.858346116288118
10000,dfpv,3529.232057429085
10000,dfpv,238.7663878040765
10000,dfpv,34.67676666948347
10000,dfpv,60.26130593810062
10000,dfpv,546.8108001227702
10000,dfpv,497.82137201192336
10000,dfpv,49.08477339964639
10000,dfpv,2877.264450133155
10000,dfpv,42.65786617171476
10000,dfpv,62.496080522077634
10000,dfpv,4034.7833312854723
10000,dfpv,158.60290764302158
10000,dfpv,111.78232439631427
50000,dfpv,64.80860014971498
50000,dfpv,585.0096021137689
50000,dfpv,432.8073806086535
50000,dfpv,116.37379845894836
50000,dfpv,627.8639368514653
50000,dfpv,160.42183985385856
50000,dfpv,40.658781201182244
50000,dfpv,146.8358663916004
50000,dfpv,212.19490856889743
50000,dfpv,401.39792205513106
50000,dfpv,632.1070349463055
50000,dfpv,38.21555589848098
50000,dfpv,28.035999327242745
50000,dfpv,48.22783845479074
50000,dfpv,62.470135667567185
50000,dfpv,509.804387968459
50000,dfpv,675.336947582164
50000,dfpv,1368.8222308145357
50000,dfpv,366.16871988372566
50000,dfpv,272.11429984034345
1000,naivenet_awzy,322.1985471928737
1000,naivenet_awzy,102.64077799967798
1000,naivenet_awzy,113.21157720538382
1000,naivenet_awzy,324.3442685297977
1000,naivenet_awzy,140.67832921036933
1000,naivenet_awzy,188.23790827155898
1000,naivenet_awzy,141.83014552318434
1000,naivenet_awzy,422.5533111804823
1000,naivenet_awzy,238.87273493447924
1000,naivenet_awzy,275.0034096491575
1000,naivenet_awzy,500.86919384579727
1000,naivenet_awzy,560.1159429621858
1000,naivenet_awzy,461.842310400301
1000,naivenet_awzy,193.21534774044397
1000,naivenet_awzy,261.4256420161322
1000,naivenet_awzy,631.6659258109431
1000,naivenet_awzy,291.39498064131925
1000,naivenet_awzy,647.2396023479777
1000,naivenet_awzy,225.7984467234281
1000,naivenet_awzy,277.69177595270213
5000,naivenet_awzy,442.404522995602
5000,naivenet_awzy,152.0596555192459
5000,naivenet_awzy,160.90806041843146
5000,naivenet_awzy,177.81309616379787
5000,naivenet_awzy,276.56691501566723
5000,naivenet_awzy,242.51274851384608
5000,naivenet_awzy,386.42487005593307
5000,naivenet_awzy,280.101558581985
5000,naivenet_awzy,350.5812096036918
5000,naivenet_awzy,385.9766418991775
5000,naivenet_awzy,161.58748607408478
5000,naivenet_awzy,200.08603157057235
5000,naivenet_awzy,241.04869730766288
5000,naivenet_awzy,129.99771414961603
5000,naivenet_awzy,107.2274915001486
5000,naivenet_awzy,361.4274457293045
5000,naivenet_awzy,170.12744203187506
5000,naivenet_awzy,96.59663540027003
5000,naivenet_awzy,301.99783652102576
5000,naivenet_awzy,308.57877075145444
10000,naivenet_awzy,186.61537826883847
10000,naivenet_awzy,365.3202262404905
10000,naivenet_awzy,274.76090794625185
10000,naivenet_awzy,145.97471888434075
10000,naivenet_awzy,429.22672794285796
10000,naivenet_awzy,155.62469046741757
10000,naivenet_awzy,218.63330713942733
10000,naivenet_awzy,317.5814217859647
10000,naivenet_awzy,215.36394485343604
10000,naivenet_awzy,296.3734179272086
10000,naivenet_awzy,126.44095910388043
10000,naivenet_awzy,188.47165853729865
10000,naivenet_awzy,477.13145903168356
10000,naivenet_awzy,306.12516529765304
10000,naivenet_awzy,386.4196705702624
10000,naivenet_awzy,198.89360546974277
10000,naivenet_awzy,232.604170713744
10000,naivenet_awzy,235.53216262167544
10000,naivenet_awzy,266.3014243830375
10000,naivenet_awzy,147.50822694687827
50000,naivenet_awzy,249.43931720936024
50000,naivenet_awzy,161.1804455934942
50000,naivenet_awzy,418.5267719852127
50000,naivenet_awzy,235.40609217172718
50000,naivenet_awzy,173.33242384675145
50000,naivenet_awzy,279.6305294215341
50000,naivenet_awzy,292.8241319713041
50000,naivenet_awzy,175.56551062810334
50000,naivenet_awzy,207.30520836879464
50000,naivenet_awzy,261.6460180017558
50000,naivenet_awzy,446.72621701948106
50000,naivenet_awzy,250.3279355577168
50000,naivenet_awzy,294.6512933415854
50000,naivenet_awzy,153.75230399342882
50000,naivenet_awzy,308.72142227957755
50000,naivenet_awzy,219.7969317391439
50000,naivenet_awzy,300.8429153205913
50000,naivenet_awzy,362.84543916518726
50000,naivenet_awzy,319.25800119250056
50000,naivenet_awzy,270.4982429151138
1000,linear_reg_ay2,192.08497175998565
1000,linear_reg_ay2,194.86046414800495
1000,linear_reg_ay2,192.8854879117194
1000,linear_reg_ay2,195.9625956194798
1000,linear_reg_ay2,189.32691113352016
1000,linear_reg_ay2,180.09545198277323
1000,linear_reg_ay2,195.08819185976054
1000,linear_reg_ay2,190.86811155299395
1000,linear_reg_ay2,192.34620186946617
1000,linear_reg_ay2,195.63119312721946
1000,linear_reg_ay2,187.88224716299166
1000,linear_reg_ay2,204.3658346547516
1000,linear_reg_ay2,190.89690489167663
1000,linear_reg_ay2,195.925490649516
1000,linear_reg_ay2,200.43263725143356
1000,linear_reg_ay2,187.511588839727
1000,linear_reg_ay2,194.69323086242485
1000,linear_reg_ay2,189.0819251995979
1000,linear_reg_ay2,194.78910219015904
1000,linear_reg_ay2,197.86514040943376
5000,linear_reg_ay2,194.61883291969067
5000,linear_reg_ay2,196.5718157184205
5000,linear_reg_ay2,188.41975380114346
5000,linear_reg_ay2,189.49699744817272
5000,linear_reg_ay2,190.9866929556526
5000,linear_reg_ay2,187.40666193780527
5000,linear_reg_ay2,194.16319254611187
5000,linear_reg_ay2,196.20066066694287
5000,linear_reg_ay2,194.4124973654674
5000,linear_reg_ay2,190.53951772679153
5000,linear_reg_ay2,188.1714049563495
5000,linear_reg_ay2,194.12125195555797
5000,linear_reg_ay2,188.52933458899318
5000,linear_reg_ay2,192.7422018395838
5000,linear_reg_ay2,197.75277560879022
5000,linear_reg_ay2,190.7755458379189
5000,linear_reg_ay2,199.50503288226207
5000,linear_reg_ay2,194.70269236941462
5000,linear_reg_ay2,198.52877822347943
5000,linear_reg_ay2,187.6510691609863
10000,linear_reg_ay2,195.78739713934232
10000,linear_reg_ay2,191.08167616254607
10000,linear_reg_ay2,194.57111231360005
10000,linear_reg_ay2,192.990849387303
10000,linear_reg_ay2,193.0432116667648
10000,linear_reg_ay2,191.0465321067248
10000,linear_reg_ay2,193.17622499140734
10000,linear_reg_ay2,194.56082265555236
10000,linear_reg_ay2,189.33754448118296
10000,linear_reg_ay2,193.17638558796114
10000,linear_reg_ay2,191.85800786082578
10000,linear_reg_ay2,198.0399250306096
10000,linear_reg_ay2,192.02164822109683
10000,linear_reg_ay2,190.8444260842611
10000,linear_reg_ay2,189.55644119479356
10000,linear_reg_ay2,194.32752148404964
10000,linear_reg_ay2,193.86950188762555
10000,linear_reg_ay2,193.8891874952156
10000,linear_reg_ay2,193.11135309220847
10000,linear_reg_ay2,193.73997701659115
50000,linear_reg_ay2,191.77914333811222
50000,linear_reg_ay2,194.22391972110728
50000,linear_reg_ay2,192.05401416331225
50000,linear_reg_ay2,193.49918024324026
50000,linear_reg_ay2,193.30564772023163
50000,linear_reg_ay2,192.8080999863143
50000,linear_reg_ay2,193.21546479713083
50000,linear_reg_ay2,194.52686265880143
50000,linear_reg_ay2,192.44395538177218
50000,linear_reg_ay2,192.47342898481685
50000,linear_reg_ay2,193.56073978168854
50000,linear_reg_ay2,193.0559422454813
50000,linear_reg_ay2,193.72825713274506
50000,linear_reg_ay2,192.56298434426688
50000,linear_reg_ay2,192.54588002508154
50000,linear_reg_ay2,192.78368919987778
50000,linear_reg_ay2,192.76561741782098
50000,linear_reg_ay2,193.36951072654045
50000,linear_reg_ay2,192.0077700894584
50000,linear_reg_ay2,192.87799978310926
1000,linear_reg_ay,205.92214162648807
1000,linear_reg_ay,215.03328897087465
1000,linear_reg_ay,207.14270366913482
1000,linear_reg_ay,209.41394188262697
1000,linear_reg_ay,208.63077562296587
1000,linear_reg_ay,194.33446147416052
1000,linear_reg_ay,204.5497429343742
1000,linear_reg_ay,201.8941593932144
1000,linear_reg_ay,197.11448114855813
1000,linear_reg_ay,200.40673212428996
1000,linear_reg_ay,208.0061027449695
1000,linear_reg_ay,216.27681341140396
1000,linear_reg_ay,210.107506867834
1000,linear_reg_ay,200.0030228357138
1000,linear_reg_ay,210.28629866545657
1000,linear_reg_ay,205.10229212404866
1000,linear_reg_ay,215.41267152649812
1000,linear_reg_ay,201.1293411267921
1000,linear_reg_ay,211.09453102386618
1000,linear_reg_ay,213.5047266136009
5000,linear_reg_ay,210.4507949384913
5000,linear_reg_ay,212.8248125872585
5000,linear_reg_ay,202.29207606733965
5000,linear_reg_ay,204.9143734165805
5000,linear_reg_ay,205.47076781447245
5000,linear_reg_ay,203.19462639021316
5000,linear_reg_ay,207.82415894250715
5000,linear_reg_ay,210.74879563208205
5000,linear_reg_ay,207.43407370902034
5000,linear_reg_ay,204.65219353282274
5000,linear_reg_ay,201.3648170978035
5000,linear_reg_ay,205.989308154638
5000,linear_reg_ay,204.00918806478867
5000,linear_reg_ay,206.10574545648964
5000,linear_reg_ay,213.03021906614129
5000,linear_reg_ay,207.52315602566514
5000,linear_reg_ay,216.30681971435826
5000,linear_reg_ay,210.446164321973
5000,linear_reg_ay,214.5772087498127
5000,linear_reg_ay,202.67319444273778
10000,linear_reg_ay,211.43732821011352
10000,linear_reg_ay,206.53626571950227
10000,linear_reg_ay,209.88652326363584
10000,linear_reg_ay,207.6936851145418
10000,linear_reg_ay,208.20920455668883
10000,linear_reg_ay,204.932464208025
10000,linear_reg_ay,207.5586272160093
10000,linear_reg_ay,208.77715683654125
10000,linear_reg_ay,202.52886140204592
10000,linear_reg_ay,207.24621037054712
10000,linear_reg_ay,205.17242049962204
10000,linear_reg_ay,213.1843038718785
10000,linear_reg_ay,205.22263450593238
10000,linear_reg_ay,204.8613685350022
10000,linear_reg_ay,204.53472553917732
10000,linear_reg_ay,212.01454185086448
10000,linear_reg_ay,208.556185405578
10000,linear_reg_ay,209.559608849213
10000,linear_reg_ay,210.623979686885
10000,linear_reg_ay,212.53303632854693
50000,linear_reg_ay,206.42834245362138
50000,linear_reg_ay,208.25354081722872
50000,linear_reg_ay,207.58192026285604
50000,linear_reg_ay,208.50965000910801
50000,linear_reg_ay,208.77229810657144
50000,linear_reg_ay,207.25896373697745
50000,linear_reg_ay,209.1686104873362
50000,linear_reg_ay,210.16885545718847
50000,linear_reg_ay,207.3212521936079
50000,linear_reg_ay,207.9388616309702
50000,linear_reg_ay,208.07044018405963
50000,linear_reg_ay,208.61944322286195
50000,linear_reg_ay,207.59767667438047
50000,linear_reg_ay,206.9881896228838
50000,linear_reg_ay,208.38661835613857
50000,linear_reg_ay,209.38963612468524
50000,linear_reg_ay,208.61681213247738
50000,linear_reg_ay,208.17396077889464
50000,linear_reg_ay,206.39519115331458
50000,linear_reg_ay,207.95866544311426
1000,linear_reg_awzy2,26.9744613264625
1000,linear_reg_awzy2,27.706528587385424
1000,linear_reg_awzy2,32.59182978590589
1000,linear_reg_awzy2,11.938483918481936
1000,linear_reg_awzy2,45.565680181467
1000,linear_reg_awzy2,55.839499710392865
1000,linear_reg_awzy2,15.748458070668956
1000,linear_reg_awzy2,36.45826276079723
1000,linear_reg_awzy2,34.26154959498594
1000,linear_reg_awzy2,12.319211121289058
1000,linear_reg_awzy2,26.470435156430646
1000,linear_reg_awzy2,62.754168752938924
1000,linear_reg_awzy2,30.166299381065198
1000,linear_reg_awzy2,134.34171108685717
1000,linear_reg_awzy2,45.35786919695845
1000,linear_reg_awzy2,57.31070860698029
1000,linear_reg_awzy2,44.37987996749364
1000,linear_reg_awzy2,50.00036564041498
1000,linear_reg_awzy2,59.882893242714545
1000,linear_reg_awzy2,88.97671998835635
5000,linear_reg_awzy2,36.87360674659213
5000,linear_reg_awzy2,38.19796836657561
5000,linear_reg_awzy2,49.84975165508362
5000,linear_reg_awzy2,43.86668889451191
5000,linear_reg_awzy2,29.176045229029945
5000,linear_reg_awzy2,59.92216655191005
5000,linear_reg_awzy2,20.84100429712801
5000,linear_reg_awzy2,13.267674820678158
5000,linear_reg_awzy2,54.6673132049675
5000,linear_reg_awzy2,48.65420346161921
5000,linear_reg_awzy2,33.85573416369555
5000,linear_reg_awzy2,35.893715366616995
5000,linear_reg_awzy2,44.483853785949236
5000,linear_reg_awzy2,31.0094240946517
5000,linear_reg_awzy2,19.518302108732936
5000,linear_reg_awzy2,26.81024828767546
5000,linear_reg_awzy2,24.56544441490761
5000,linear_reg_awzy2,42.43723622965197
5000,linear_reg_awzy2,33.82988565862646
5000,linear_reg_awzy2,37.012978455958205
10000,linear_reg_awzy2,40.88881666549152
10000,linear_reg_awzy2,64.93652888120216
10000,linear_reg_awzy2,33.226585592845076
10000,linear_reg_awzy2,16.276015579239928
10000,linear_reg_awzy2,41.97328010155151
10000,linear_reg_awzy2,39.38392345612791
10000,linear_reg_awzy2,37.08232135813307
10000,linear_reg_awzy2,24.281486874611815
10000,linear_reg_awzy2,33.53926723573764
10000,linear_reg_awzy2,25.379357738002472
10000,linear_reg_awzy2,31.93706775757563
10000,linear_reg_awzy2,42.174285284045716
10000,linear_reg_awzy2,45.03416148122652
10000,linear_reg_awzy2,58.217278314488375
10000,linear_reg_awzy2,33.04691151722194
10000,linear_reg_awzy2,57.526986769866554
10000,linear_reg_awzy2,41.53124120851039
10000,linear_reg_awzy2,59.51104671824206
10000,linear_reg_awzy2,36.25607275266093
10000,linear_reg_awzy2,46.967803970434176
50000,linear_reg_awzy2,35.08272556135775
50000,linear_reg_awzy2,35.646391826709504
50000,linear_reg_awzy2,32.34876738937872
50000,linear_reg_awzy2,37.24579120962123
50000,linear_reg_awzy2,42.303003268565426
50000,linear_reg_awzy2,40.94154893821921
50000,linear_reg_awzy2,34.064896585338694
50000,linear_reg_awzy2,38.09207987008887
50000,linear_reg_awzy2,43.38810813808833
50000,linear_reg_awzy2,37.84715429485064
50000,linear_reg_awzy2,33.743873894208086
50000,linear_reg_awzy2,46.943882667876004
50000,linear_reg_awzy2,34.43765747526776
50000,linear_reg_awzy2,34.1775863724816
50000,linear_reg_awzy2,37.76595463310024
50000,linear_reg_awzy2,41.14529645592971
50000,linear_reg_awzy2,41.06974810462663
50000,linear_reg_awzy2,41.373106315166986
50000,linear_reg_awzy2,38.944044322367
50000,linear_reg_awzy2,34.03875518545701
1000,nmmr_v,29.429384630916264
1000,nmmr_v,23.62258217945159
