sample_size,rep,method,pred_EY_doA,true_EY_doA,A
1000,1,naivenet_ay,42.0686149597168,59.64845707535128,21.11111111111111
1000,1,naivenet_ay,42.22755813598633,55.93867710872394,23.333333333333336
1000,1,naivenet_ay,42.38650131225586,51.68362193329824,25.555555555555557
1000,1,naivenet_ay,42.54544448852539,47.204057013718554,27.77777777777778
1000,1,naivenet_ay,42.70438766479492,42.66584069740169,30.0
1000,4,naivenet_ay,51.56318283081055,56.43016424526046,10.0
1000,4,naivenet_ay,50.34062576293945,61.291422491326394,12.222222222222221
1000,4,naivenet_ay,46.961158752441406,63.486919054889654,14.444444444444445
1000,4,naivenet_ay,44.244873046875,63.62483325683143,16.666666666666668
1000,4,naivenet_ay,42.5995979309082,62.250025394496284,18.88888888888889
1000,4,naivenet_ay,41.48884582519531,59.64845707535128,21.11111111111111
1000,4,naivenet_ay,42.200157165527344,55.93867710872394,23.333333333333336
1000,4,naivenet_ay,42.915199279785156,51.68362193329824,25.555555555555557
1000,4,naivenet_ay,43.63024139404297,47.204057013718554,27.77777777777778
1000,4,naivenet_ay,44.345272064208984,42.66584069740169,30.0
1000,5,naivenet_ay,48.321083068847656,56.43016424526046,10.0
1000,5,naivenet_ay,48.49082946777344,61.291422491326394,12.222222222222221
1000,5,naivenet_ay,46.79557800292969,63.486919054889654,14.444444444444445
1000,5,naivenet_ay,45.099098205566406,63.62483325683143,16.666666666666668
1000,5,naivenet_ay,43.402618408203125,62.250025394496284,18.88888888888889
1000,5,naivenet_ay,42.25558853149414,59.64845707535128,21.11111111111111
1000,5,naivenet_ay,42.63816833496094,55.93867710872394,23.333333333333336
1000,5,naivenet_ay,43.02073287963867,51.68362193329824,25.555555555555557
1000,5,naivenet_ay,43.40330505371094,47.204057013718554,27.77777777777778
1000,5,naivenet_ay,43.78588104248047,42.66584069740169,30.0
1000,16,naivenet_ay,49.41098403930664,56.43016424526046,10.0
1000,16,naivenet_ay,48.12321472167969,61.291422491326394,12.222222222222221
1000,16,naivenet_ay,46.693424224853516,63.486919054889654,14.444444444444445
1000,16,naivenet_ay,45.063663482666016,63.62483325683143,16.666666666666668
1000,16,naivenet_ay,43.38910675048828,62.250025394496284,18.88888888888889
1000,16,naivenet_ay,42.59272384643555,59.64845707535128,21.11111111111111
1000,16,naivenet_ay,42.60441970825195,55.93867710872394,23.333333333333336
1000,16,naivenet_ay,42.61611557006836,51.68362193329824,25.555555555555557
1000,16,naivenet_ay,42.62781524658203,47.204057013718554,27.77777777777778
1000,16,naivenet_ay,42.63951110839844,42.66584069740169,30.0
1000,17,naivenet_ay,49.6674919128418,56.43016424526046,10.0
1000,17,naivenet_ay,49.25189971923828,61.291422491326394,12.222222222222221
1000,17,naivenet_ay,47.056488037109375,63.486919054889654,14.444444444444445
1000,17,naivenet_ay,44.712135314941406,63.62483325683143,16.666666666666668
1000,17,naivenet_ay,43.117061614990234,62.250025394496284,18.88888888888889
1000,17,naivenet_ay,41.821014404296875,59.64845707535128,21.11111111111111
1000,17,naivenet_ay,41.7269287109375,55.93867710872394,23.333333333333336
1000,17,naivenet_ay,42.021522521972656,51.68362193329824,25.555555555555557
1000,17,naivenet_ay,42.31611633300781,47.204057013718554,27.77777777777778
1000,17,naivenet_ay,42.6107177734375,42.66584069740169,30.0
1000,3,naivenet_ay,49.346797943115234,56.43016424526046,10.0
1000,3,naivenet_ay,48.01637268066406,61.291422491326394,12.222222222222221
1000,3,naivenet_ay,46.22426986694336,63.486919054889654,14.444444444444445
1000,3,naivenet_ay,44.43217468261719,63.62483325683143,16.666666666666668
1000,3,naivenet_ay,42.68080139160156,62.250025394496284,18.88888888888889
1000,3,naivenet_ay,42.63294982910156,59.64845707535128,21.11111111111111
1000,3,naivenet_ay,42.58510208129883,55.93867710872394,23.333333333333336
1000,3,naivenet_ay,42.537254333496094,51.68362193329824,25.555555555555557
1000,3,naivenet_ay,42.489402770996094,47.204057013718554,27.77777777777778
1000,3,naivenet_ay,42.441551208496094,42.66584069740169,30.0
1000,2,naivenet_ay,49.40056610107422,56.43016424526046,10.0
1000,2,naivenet_ay,49.99876403808594,61.291422491326394,12.222222222222221
1000,2,naivenet_ay,47.664493560791016,63.486919054889654,14.444444444444445
1000,2,naivenet_ay,45.330223083496094,63.62483325683143,16.666666666666668
1000,2,naivenet_ay,43.00764846801758,62.250025394496284,18.88888888888889
1000,2,naivenet_ay,42.53301239013672,59.64845707535128,21.11111111111111
1000,2,naivenet_ay,42.68370056152344,55.93867710872394,23.333333333333336
1000,2,naivenet_ay,42.83438491821289,51.68362193329824,25.555555555555557
1000,2,naivenet_ay,42.98507308959961,47.204057013718554,27.77777777777778
1000,2,naivenet_ay,43.135772705078125,42.66584069740169,30.0
1000,9,naivenet_ay,48.699947357177734,56.43016424526046,10.0
1000,9,naivenet_ay,47.60640335083008,61.291422491326394,12.222222222222221
1000,9,naivenet_ay,46.06685256958008,63.486919054889654,14.444444444444445
1000,9,naivenet_ay,44.79457092285156,63.62483325683143,16.666666666666668
1000,9,naivenet_ay,43.34104537963867,62.250025394496284,18.88888888888889
1000,9,naivenet_ay,42.206417083740234,59.64845707535128,21.11111111111111
1000,9,naivenet_ay,42.4583854675293,55.93867710872394,23.333333333333336
1000,9,naivenet_ay,44.09724807739258,51.68362193329824,25.555555555555557
1000,9,naivenet_ay,45.735103607177734,47.204057013718554,27.77777777777778
1000,9,naivenet_ay,45.02643585205078,42.66584069740169,30.0
1000,8,naivenet_ay,49.251678466796875,56.43016424526046,10.0
1000,8,naivenet_ay,49.6279296875,61.291422491326394,12.222222222222221
1000,8,naivenet_ay,47.866188049316406,63.486919054889654,14.444444444444445
1000,8,naivenet_ay,45.41938781738281,63.62483325683143,16.666666666666668
1000,8,naivenet_ay,43.15187454223633,62.250025394496284,18.88888888888889
1000,8,naivenet_ay,43.03258514404297,59.64845707535128,21.11111111111111
1000,8,naivenet_ay,42.913299560546875,55.93867710872394,23.333333333333336
1000,8,naivenet_ay,42.794010162353516,51.68362193329824,25.555555555555557
1000,8,naivenet_ay,42.67472457885742,47.204057013718554,27.77777777777778
1000,8,naivenet_ay,42.55543518066406,42.66584069740169,30.0
1000,11,naivenet_ay,44.70796585083008,56.43016424526046,10.0
1000,11,naivenet_ay,44.329620361328125,61.291422491326394,12.222222222222221
1000,11,naivenet_ay,43.95127868652344,63.486919054889654,14.444444444444445
1000,11,naivenet_ay,43.572933197021484,63.62483325683143,16.666666666666668
1000,11,naivenet_ay,43.19459915161133,62.250025394496284,18.88888888888889
1000,11,naivenet_ay,42.81624984741211,59.64845707535128,21.11111111111111
1000,11,naivenet_ay,42.43791198730469,55.93867710872394,23.333333333333336
1000,11,naivenet_ay,42.0595703125,51.68362193329824,25.555555555555557
1000,11,naivenet_ay,41.68122482299805,47.204057013718554,27.77777777777778
1000,11,naivenet_ay,41.30287551879883,42.66584069740169,30.0
1000,10,naivenet_ay,46.61899948120117,56.43016424526046,10.0
1000,10,naivenet_ay,45.47841262817383,61.291422491326394,12.222222222222221
1000,10,naivenet_ay,44.25862121582031,63.486919054889654,14.444444444444445
1000,10,naivenet_ay,42.486351013183594,63.62483325683143,16.666666666666668
1000,10,naivenet_ay,40.734092712402344,62.250025394496284,18.88888888888889
1000,10,naivenet_ay,40.16350173950195,59.64845707535128,21.11111111111111
1000,10,naivenet_ay,40.0750617980957,55.93867710872394,23.333333333333336
1000,10,naivenet_ay,39.93378829956055,51.68362193329824,25.555555555555557
1000,10,naivenet_ay,39.796199798583984,47.204057013718554,27.77777777777778
1000,10,naivenet_ay,39.7579345703125,42.66584069740169,30.0
5000,15,naivenet_ay,49.703216552734375,56.43016424526046,10.0
5000,15,naivenet_ay,49.10118865966797,61.291422491326394,12.222222222222221
5000,15,naivenet_ay,47.336830139160156,63.486919054889654,14.444444444444445
5000,15,naivenet_ay,45.73486328125,63.62483325683143,16.666666666666668
5000,15,naivenet_ay,44.6541633605957,62.250025394496284,18.88888888888889
5000,15,naivenet_ay,42.772579193115234,59.64845707535128,21.11111111111111
5000,15,naivenet_ay,42.44241714477539,55.93867710872394,23.333333333333336
5000,15,naivenet_ay,44.177818298339844,51.68362193329824,25.555555555555557
5000,15,naivenet_ay,44.55752944946289,47.204057013718554,27.77777777777778
5000,15,naivenet_ay,43.57521057128906,42.66584069740169,30.0
5000,14,naivenet_ay,48.31895065307617,56.43016424526046,10.0
5000,14,naivenet_ay,47.54698944091797,61.291422491326394,12.222222222222221
5000,14,naivenet_ay,45.83024597167969,63.486919054889654,14.444444444444445
5000,14,naivenet_ay,43.97208023071289,63.62483325683143,16.666666666666668
5000,14,naivenet_ay,42.08110809326172,62.250025394496284,18.88888888888889
5000,14,naivenet_ay,40.423973083496094,59.64845707535128,21.11111111111111
5000,14,naivenet_ay,41.257564544677734,55.93867710872394,23.333333333333336
5000,14,naivenet_ay,43.57695007324219,51.68362193329824,25.555555555555557
5000,14,naivenet_ay,44.65947723388672,47.204057013718554,27.77777777777778
5000,14,naivenet_ay,41.70290756225586,42.66584069740169,30.0
5000,7,naivenet_ay,50.3004035949707,56.43016424526046,10.0
5000,7,naivenet_ay,49.436073303222656,61.291422491326394,12.222222222222221
5000,7,naivenet_ay,47.95230484008789,63.486919054889654,14.444444444444445
5000,7,naivenet_ay,46.10483932495117,63.62483325683143,16.666666666666668
5000,7,naivenet_ay,43.682613372802734,62.250025394496284,18.88888888888889
5000,7,naivenet_ay,42.15911865234375,59.64845707535128,21.11111111111111
5000,7,naivenet_ay,41.48386001586914,55.93867710872394,23.333333333333336
5000,7,naivenet_ay,42.53639602661133,51.68362193329824,25.555555555555557
5000,7,naivenet_ay,44.99983215332031,47.204057013718554,27.77777777777778
5000,7,naivenet_ay,44.15521240234375,42.66584069740169,30.0
5000,6,naivenet_ay,49.18310546875,56.43016424526046,10.0
5000,6,naivenet_ay,49.27176284790039,61.291422491326394,12.222222222222221
5000,6,naivenet_ay,47.23238754272461,63.486919054889654,14.444444444444445
5000,6,naivenet_ay,45.153160095214844,63.62483325683143,16.666666666666668
5000,6,naivenet_ay,43.0722541809082,62.250025394496284,18.88888888888889
5000,6,naivenet_ay,41.227176666259766,59.64845707535128,21.11111111111111
5000,6,naivenet_ay,41.817874908447266,55.93867710872394,23.333333333333336
5000,6,naivenet_ay,43.55514144897461,51.68362193329824,25.555555555555557
5000,6,naivenet_ay,45.49507141113281,47.204057013718554,27.77777777777778
5000,6,naivenet_ay,43.080989837646484,42.66584069740169,30.0
5000,12,naivenet_ay,48.19775390625,56.43016424526046,10.0
5000,12,naivenet_ay,48.765132904052734,61.291422491326394,12.222222222222221
5000,12,naivenet_ay,47.501678466796875,63.486919054889654,14.444444444444445
5000,12,naivenet_ay,45.10448455810547,63.62483325683143,16.666666666666668
5000,12,naivenet_ay,43.45437240600586,62.250025394496284,18.88888888888889
5000,12,naivenet_ay,41.752017974853516,59.64845707535128,21.11111111111111
5000,12,naivenet_ay,41.42920684814453,55.93867710872394,23.333333333333336
5000,12,naivenet_ay,43.586673736572266,51.68362193329824,25.555555555555557
5000,12,naivenet_ay,46.14474105834961,47.204057013718554,27.77777777777778
5000,12,naivenet_ay,43.253055572509766,42.66584069740169,30.0
5000,13,naivenet_ay,52.11323928833008,56.43016424526046,10.0
5000,13,naivenet_ay,50.25950622558594,61.291422491326394,12.222222222222221
5000,13,naivenet_ay,48.45235061645508,63.486919054889654,14.444444444444445
5000,13,naivenet_ay,46.39202117919922,63.62483325683143,16.666666666666668
5000,13,naivenet_ay,44.34083938598633,62.250025394496284,18.88888888888889
5000,13,naivenet_ay,43.10207748413086,59.64845707535128,21.11111111111111
5000,13,naivenet_ay,43.10420608520508,55.93867710872394,23.333333333333336
5000,13,naivenet_ay,45.110172271728516,51.68362193329824,25.555555555555557
5000,13,naivenet_ay,47.21862030029297,47.204057013718554,27.77777777777778
5000,13,naivenet_ay,44.53117370605469,42.66584069740169,30.0
5000,18,naivenet_ay,47.67933654785156,56.43016424526046,10.0
5000,18,naivenet_ay,47.16851806640625,61.291422491326394,12.222222222222221
5000,18,naivenet_ay,46.17933654785156,63.486919054889654,14.444444444444445
5000,18,naivenet_ay,44.431854248046875,63.62483325683143,16.666666666666668
5000,18,naivenet_ay,42.71009826660156,62.250025394496284,18.88888888888889
5000,18,naivenet_ay,41.08912658691406,59.64845707535128,21.11111111111111
5000,18,naivenet_ay,40.93535614013672,55.93867710872394,23.333333333333336
5000,18,naivenet_ay,42.53612518310547,51.68362193329824,25.555555555555557
5000,18,naivenet_ay,44.13688659667969,47.204057013718554,27.77777777777778
5000,18,naivenet_ay,44.49237060546875,42.66584069740169,30.0
5000,19,naivenet_ay,51.074676513671875,56.43016424526046,10.0
5000,19,naivenet_ay,49.27350616455078,61.291422491326394,12.222222222222221
5000,19,naivenet_ay,47.43560791015625,63.486919054889654,14.444444444444445
5000,19,naivenet_ay,45.56435012817383,63.62483325683143,16.666666666666668
5000,19,naivenet_ay,43.49220275878906,62.250025394496284,18.88888888888889
5000,19,naivenet_ay,42.00822067260742,59.64845707535128,21.11111111111111
5000,19,naivenet_ay,41.51340103149414,55.93867710872394,23.333333333333336
5000,19,naivenet_ay,42.98318862915039,51.68362193329824,25.555555555555557
5000,19,naivenet_ay,45.45238494873047,47.204057013718554,27.77777777777778
5000,19,naivenet_ay,44.426998138427734,42.66584069740169,30.0
5000,0,naivenet_ay,49.567413330078125,56.43016424526046,10.0
5000,0,naivenet_ay,49.554237365722656,61.291422491326394,12.222222222222221
5000,0,naivenet_ay,48.232200622558594,63.486919054889654,14.444444444444445
5000,0,naivenet_ay,46.45762252807617,63.62483325683143,16.666666666666668
5000,0,naivenet_ay,44.68814468383789,62.250025394496284,18.88888888888889
5000,0,naivenet_ay,42.74550247192383,59.64845707535128,21.11111111111111
5000,0,naivenet_ay,43.16386413574219,55.93867710872394,23.333333333333336
5000,0,naivenet_ay,44.67860794067383,51.68362193329824,25.555555555555557
5000,0,naivenet_ay,45.824256896972656,47.204057013718554,27.77777777777778
5000,0,naivenet_ay,45.180057525634766,42.66584069740169,30.0
5000,1,naivenet_ay,49.375946044921875,56.43016424526046,10.0
5000,1,naivenet_ay,48.792335510253906,61.291422491326394,12.222222222222221
5000,1,naivenet_ay,47.24040985107422,63.486919054889654,14.444444444444445
5000,1,naivenet_ay,45.09218215942383,63.62483325683143,16.666666666666668
5000,1,naivenet_ay,43.298397064208984,62.250025394496284,18.88888888888889
5000,1,naivenet_ay,42.11756896972656,59.64845707535128,21.11111111111111
5000,1,naivenet_ay,41.78199768066406,55.93867710872394,23.333333333333336
5000,1,naivenet_ay,43.369964599609375,51.68362193329824,25.555555555555557
5000,1,naivenet_ay,45.457183837890625,47.204057013718554,27.77777777777778
5000,1,naivenet_ay,42.91364288330078,42.66584069740169,30.0
5000,4,naivenet_ay,49.98468780517578,56.43016424526046,10.0
5000,4,naivenet_ay,48.378028869628906,61.291422491326394,12.222222222222221
5000,4,naivenet_ay,46.72985076904297,63.486919054889654,14.444444444444445
5000,4,naivenet_ay,44.65570068359375,63.62483325683143,16.666666666666668
5000,4,naivenet_ay,42.94731140136719,62.250025394496284,18.88888888888889
5000,4,naivenet_ay,41.261375427246094,59.64845707535128,21.11111111111111
5000,4,naivenet_ay,40.6204833984375,55.93867710872394,23.333333333333336
5000,4,naivenet_ay,41.818702697753906,51.68362193329824,25.555555555555557
5000,4,naivenet_ay,43.890113830566406,47.204057013718554,27.77777777777778
5000,4,naivenet_ay,43.53942108154297,42.66584069740169,30.0
5000,5,naivenet_ay,49.81647491455078,56.43016424526046,10.0
5000,5,naivenet_ay,48.70187759399414,61.291422491326394,12.222222222222221
5000,5,naivenet_ay,46.9808235168457,63.486919054889654,14.444444444444445
5000,5,naivenet_ay,45.358394622802734,63.62483325683143,16.666666666666668
5000,5,naivenet_ay,43.39488983154297,62.250025394496284,18.88888888888889
5000,5,naivenet_ay,41.9781379699707,59.64845707535128,21.11111111111111
5000,5,naivenet_ay,42.6203498840332,55.93867710872394,23.333333333333336
5000,5,naivenet_ay,44.591400146484375,51.68362193329824,25.555555555555557
5000,5,naivenet_ay,46.5415153503418,47.204057013718554,27.77777777777778
5000,5,naivenet_ay,44.17510223388672,42.66584069740169,30.0
5000,16,naivenet_ay,50.234619140625,56.43016424526046,10.0
5000,16,naivenet_ay,50.34965896606445,61.291422491326394,12.222222222222221
5000,16,naivenet_ay,48.982513427734375,63.486919054889654,14.444444444444445
5000,16,naivenet_ay,46.99577713012695,63.62483325683143,16.666666666666668
5000,16,naivenet_ay,44.666839599609375,62.250025394496284,18.88888888888889
5000,16,naivenet_ay,43.3692512512207,59.64845707535128,21.11111111111111
5000,16,naivenet_ay,43.416038513183594,55.93867710872394,23.333333333333336
5000,16,naivenet_ay,44.293846130371094,51.68362193329824,25.555555555555557
5000,16,naivenet_ay,46.584136962890625,47.204057013718554,27.77777777777778
5000,16,naivenet_ay,46.3946647644043,42.66584069740169,30.0
5000,17,naivenet_ay,49.01736068725586,56.43016424526046,10.0
5000,17,naivenet_ay,47.924190521240234,61.291422491326394,12.222222222222221
5000,17,naivenet_ay,47.24973678588867,63.486919054889654,14.444444444444445
5000,17,naivenet_ay,45.38248062133789,63.62483325683143,16.666666666666668
5000,17,naivenet_ay,43.33439254760742,62.250025394496284,18.88888888888889
5000,17,naivenet_ay,41.805362701416016,59.64845707535128,21.11111111111111
5000,17,naivenet_ay,41.324214935302734,55.93867710872394,23.333333333333336
5000,17,naivenet_ay,42.37262725830078,51.68362193329824,25.555555555555557
5000,17,naivenet_ay,45.37864685058594,47.204057013718554,27.77777777777778
5000,17,naivenet_ay,44.525047302246094,42.66584069740169,30.0
5000,3,naivenet_ay,48.04994201660156,56.43016424526046,10.0
5000,3,naivenet_ay,47.327720642089844,61.291422491326394,12.222222222222221
5000,3,naivenet_ay,45.494422912597656,63.486919054889654,14.444444444444445
5000,3,naivenet_ay,43.47243881225586,63.62483325683143,16.666666666666668
5000,3,naivenet_ay,41.355323791503906,62.250025394496284,18.88888888888889
5000,3,naivenet_ay,40.395416259765625,59.64845707535128,21.11111111111111
5000,3,naivenet_ay,40.485836029052734,55.93867710872394,23.333333333333336
5000,3,naivenet_ay,42.37919998168945,51.68362193329824,25.555555555555557
5000,3,naivenet_ay,44.65021514892578,47.204057013718554,27.77777777777778
5000,3,naivenet_ay,40.938594818115234,42.66584069740169,30.0
5000,2,naivenet_ay,48.84858703613281,56.43016424526046,10.0
5000,2,naivenet_ay,49.38018035888672,61.291422491326394,12.222222222222221
5000,2,naivenet_ay,47.22160720825195,63.486919054889654,14.444444444444445
5000,2,naivenet_ay,45.270416259765625,63.62483325683143,16.666666666666668
5000,2,naivenet_ay,43.3878173828125,62.250025394496284,18.88888888888889
5000,2,naivenet_ay,41.76454162597656,59.64845707535128,21.11111111111111
5000,2,naivenet_ay,41.64554977416992,55.93867710872394,23.333333333333336
5000,2,naivenet_ay,44.11161804199219,51.68362193329824,25.555555555555557
5000,2,naivenet_ay,45.839622497558594,47.204057013718554,27.77777777777778
5000,2,naivenet_ay,44.82810974121094,42.66584069740169,30.0
5000,9,naivenet_ay,47.77263641357422,56.43016424526046,10.0
5000,9,naivenet_ay,46.91000747680664,61.291422491326394,12.222222222222221
5000,9,naivenet_ay,45.126953125,63.486919054889654,14.444444444444445
5000,9,naivenet_ay,44.48876190185547,63.62483325683143,16.666666666666668
5000,9,naivenet_ay,41.729705810546875,62.250025394496284,18.88888888888889
5000,9,naivenet_ay,40.43296813964844,59.64845707535128,21.11111111111111
5000,9,naivenet_ay,40.93598937988281,55.93867710872394,23.333333333333336
5000,9,naivenet_ay,42.28619384765625,51.68362193329824,25.555555555555557
5000,9,naivenet_ay,43.69384002685547,47.204057013718554,27.77777777777778
5000,9,naivenet_ay,41.44179153442383,42.66584069740169,30.0
5000,8,naivenet_ay,49.82601547241211,56.43016424526046,10.0
5000,8,naivenet_ay,49.76529312133789,61.291422491326394,12.222222222222221
5000,8,naivenet_ay,48.45448303222656,63.486919054889654,14.444444444444445
5000,8,naivenet_ay,47.44870376586914,63.62483325683143,16.666666666666668
5000,8,naivenet_ay,45.137062072753906,62.250025394496284,18.88888888888889
5000,8,naivenet_ay,43.586143493652344,59.64845707535128,21.11111111111111
5000,8,naivenet_ay,42.66709518432617,55.93867710872394,23.333333333333336
5000,8,naivenet_ay,44.40119934082031,51.68362193329824,25.555555555555557
5000,8,naivenet_ay,46.50320053100586,47.204057013718554,27.77777777777778
5000,8,naivenet_ay,48.17740249633789,42.66584069740169,30.0
5000,11,naivenet_ay,48.686431884765625,56.43016424526046,10.0
5000,11,naivenet_ay,48.806190490722656,61.291422491326394,12.222222222222221
5000,11,naivenet_ay,48.156314849853516,63.486919054889654,14.444444444444445
5000,11,naivenet_ay,46.25702667236328,63.62483325683143,16.666666666666668
5000,11,naivenet_ay,43.811134338378906,62.250025394496284,18.88888888888889
