method,oos_mse,Z_noise,W_noise
nmmr_u,200.8363716006069,0.0,150.0
nmmr_u,46.65962077525349,0.0,150.0
nmmr_u,309.4412253358815,0.0,150.0
nmmr_u,97.51564267109721,0.0,150.0
nmmr_u,111.54262950588031,0.0,150.0
nmmr_u,87.52653926417017,0.0,150.0
nmmr_u,174.50646208596268,0.0,150.0
nmmr_u,42.47941324713431,0.0,150.0
nmmr_u,33.019586330372796,0.01,0.0
nmmr_u,80.4622456966325,0.01,0.0
nmmr_u,113.50661772777573,0.01,0.0
nmmr_u,48.72981467985287,0.01,0.0
nmmr_u,41.68942753667981,0.01,0.0
nmmr_u,33.88502741316394,0.01,0.0
nmmr_u,130.42135713303819,0.01,0.0
nmmr_u,49.67202545293091,0.01,0.0
nmmr_u,85.34087645929047,0.01,0.0
nmmr_u,52.21028409655986,0.01,0.0
nmmr_u,49.590222432927696,0.01,0.0
nmmr_u,29.516633422248777,0.01,0.0
nmmr_u,24.063819008839673,0.01,0.0
nmmr_u,61.76718396016353,0.01,0.0
nmmr_u,41.490551814815504,0.01,0.0
nmmr_u,68.51355357951621,0.01,0.0
nmmr_u,23.695987338139098,0.01,0.0
nmmr_u,34.167738066143194,0.01,0.0
nmmr_u,66.48071059794943,0.01,0.0
nmmr_u,28.44266734377785,0.01,0.0
nmmr_u,32.873232287137206,0.01,0.01
nmmr_u,78.93384242417379,0.01,0.01
nmmr_u,113.0210922463192,0.01,0.01
nmmr_u,48.484887366000486,0.01,0.01
nmmr_u,40.35809325057269,0.01,0.01
nmmr_u,33.67825831933074,0.01,0.01
nmmr_u,130.81199558126033,0.01,0.01
nmmr_u,53.013704596847276,0.01,0.01
nmmr_u,101.08288475054317,0.01,0.01
nmmr_u,51.217289905312114,0.01,0.01
nmmr_u,49.74754175609761,0.01,0.01
nmmr_u,29.429061084681194,0.01,0.01
nmmr_u,24.157429358937154,0.01,0.01
nmmr_u,62.21200172525779,0.01,0.01
nmmr_u,41.5091468620253,0.01,0.01
nmmr_u,101.48444721112605,0.01,0.01
nmmr_u,27.489343105531997,0.01,0.01
nmmr_u,32.95213235974502,0.01,0.01
nmmr_u,65.94555616775118,0.01,0.01
nmmr_u,34.91947188505386,0.01,0.01
nmmr_u,46.783963581398055,0.01,0.1
nmmr_u,89.56657777097641,0.01,0.1
nmmr_u,121.52256644888284,0.01,0.1
nmmr_u,49.17187780952166,0.01,0.1
nmmr_u,40.58204207447832,0.01,0.1
nmmr_u,38.79838566504354,0.01,0.1
nmmr_u,171.78198585890456,0.01,0.1
nmmr_u,50.12146492391777,0.01,0.1
nmmr_u,103.2772460088147,0.01,0.1
nmmr_u,52.765691665211385,0.01,0.1
nmmr_u,49.47590414866626,0.01,0.1
nmmr_u,31.102175130672684,0.01,0.1
nmmr_u,24.186452886177214,0.01,0.1
nmmr_u,68.0103756227387,0.01,0.1
nmmr_u,41.26572180556731,0.01,0.1
nmmr_u,59.98857741407774,0.01,0.1
nmmr_u,26.039762826538766,0.01,0.1
nmmr_u,32.38583251621925,0.01,0.1
nmmr_u,62.22952697874234,0.01,0.1
nmmr_u,63.47820586157337,0.01,0.1
nmmr_u,55.89030573911591,0.01,0.5
nmmr_u,55.607764882565775,0.01,0.5
nmmr_u,112.03625573951722,0.01,0.5
nmmr_u,50.34798531248292,0.01,0.5
nmmr_u,55.439583117245526,0.01,0.5
nmmr_u,44.0803067634303,0.01,0.5
nmmr_u,103.62742818168616,0.01,0.5
nmmr_u,36.17305944095363,0.01,0.5
nmmr_u,70.38907451134396,0.01,0.5
nmmr_u,50.842183695055084,0.01,0.5
nmmr_u,29.733158730036518,0.01,0.5
nmmr_u,16.873516833192447,0.01,0.5
nmmr_u,23.92991905818454,0.01,0.5
nmmr_u,54.74699201134307,0.01,0.5
nmmr_u,48.08855433080236,0.01,0.5
nmmr_u,46.3426456640543,0.01,0.5
nmmr_u,28.590321121484514,0.01,0.5
nmmr_u,35.717799315249906,0.01,0.5
nmmr_u,105.84526651212828,0.01,0.5
nmmr_u,31.8935926650863,0.01,0.5
nmmr_u,36.28043549231222,0.01,1.0
nmmr_u,70.17079066098339,0.01,1.0
nmmr_u,121.67285194375124,0.01,1.0
nmmr_u,62.4288843276241,0.01,1.0
nmmr_u,65.22781173023972,0.01,1.0
nmmr_u,40.04589787324107,0.01,1.0
nmmr_u,66.96258742640453,0.01,1.0
nmmr_u,56.75865395857029,0.01,1.0
nmmr_u,133.08201073253088,0.01,1.0
nmmr_u,64.46039085021133,0.01,1.0
nmmr_u,29.4250110422808,0.01,1.0
nmmr_u,29.72078231851426,0.01,1.0
nmmr_u,36.92034328771843,0.01,1.0
nmmr_u,59.854435378593635,0.01,1.0
nmmr_u,34.269288440749925,0.01,1.0
nmmr_u,72.33082327036215,0.01,1.0
nmmr_u,28.597032295628416,0.01,1.0
nmmr_u,37.33246724937011,0.01,1.0
nmmr_u,125.78866007766737,0.01,1.0
nmmr_u,44.70532068965835,0.01,1.0
nmmr_u,42.658833481257616,0.01,16.0
nmmr_u,185.6104514880778,0.01,16.0
nmmr_u,176.29298840123946,0.01,16.0
nmmr_u,94.18511759577613,0.01,16.0
nmmr_u,151.5628622268539,0.01,16.0
nmmr_u,351.4541533153494,0.01,16.0
nmmr_u,100.05649842797338,0.01,16.0
nmmr_u,131.2067030770129,0.01,16.0
nmmr_u,79.21366112641486,0.01,16.0
nmmr_u,260.18165504468686,0.01,16.0
nmmr_u,181.2132852135404,0.01,16.0
nmmr_u,70.62320929659668,0.01,16.0
nmmr_u,64.12736199298507,0.01,16.0
nmmr_u,185.09993671478705,0.01,16.0
nmmr_u,28.132404923086874,0.01,16.0
nmmr_u,298.8481102124896,0.01,16.0
nmmr_u,55.72807145465856,0.01,16.0
nmmr_u,117.29176075474848,0.01,16.0
nmmr_u,57.39379489843615,0.01,16.0
nmmr_u,57.70053792976584,0.01,16.0
nmmr_u,83.3018564443967,0.01,64.0
nmmr_u,74.78839727499147,0.01,64.0
nmmr_u,63.3913418148148,0.01,64.0
nmmr_u,84.37681109216558,0.01,64.0
nmmr_u,45.74983243172274,0.01,64.0
nmmr_u,78.09533461920192,0.01,64.0
nmmr_u,51.24695858630679,0.01,64.0
nmmr_u,51.41406800477564,0.01,64.0
nmmr_u,97.09518539974142,0.01,64.0
nmmr_u,97.62458042916249,0.01,64.0
nmmr_u,37.121117560386224,0.01,64.0
nmmr_u,113.90871548620336,0.01,64.0
nmmr_u,100.26461380279667,0.01,64.0
nmmr_u,47.18228088190473,0.01,64.0
nmmr_u,106.82595664932417,0.01,64.0
nmmr_u,52.97479559494106,0.01,64.0
nmmr_u,48.728327244319004,0.01,64.0
nmmr_u,27.899230927715887,0.01,64.0
nmmr_u,73.9156258718265,0.01,64.0
nmmr_u,39.308182251412376,0.01,64.0
nmmr_u,146.7947945516715,0.01,150.0
nmmr_u,124.19853986207542,0.01,150.0
nmmr_u,47.45255256305267,0.01,150.0
nmmr_u,124.22756644576808,0.01,150.0
nmmr_u,73.8649892624539,0.01,150.0
nmmr_u,74.61075674837375,0.01,150.0
nmmr_u,73.39503068713563,0.01,150.0
nmmr_u,55.24987406767701,0.01,150.0
nmmr_u,148.76764976889734,0.01,150.0
nmmr_u,41.426153630142245,0.01,150.0
nmmr_u,23.315076980021484,0.01,150.0
nmmr_u,285.60284519973357,0.01,150.0
nmmr_u,200.4918927351787,0.01,150.0
nmmr_u,46.825595654815366,0.01,150.0
nmmr_u,311.7374614911449,0.01,150.0
nmmr_u,97.01111799793327,0.01,150.0
nmmr_u,111.01629077499281,0.01,150.0
nmmr_u,87.10630595126013,0.01,150.0
nmmr_u,164.83685847403595,0.01,150.0
nmmr_u,42.6368308910086,0.01,150.0
nmmr_u,44.26369968030269,0.1,0.0
nmmr_u,44.1450474748505,0.1,0.0
nmmr_u,110.06980625078427,0.1,0.0
nmmr_u,48.89683647705842,0.1,0.0
nmmr_u,47.800761201201226,0.1,0.0
nmmr_u,39.855559593617656,0.1,0.0
nmmr_u,84.53992773691216,0.1,0.0
nmmr_u,40.3921526304788,0.1,0.0
nmmr_u,120.2933792009147,0.1,0.0
nmmr_u,53.71102215838717,0.1,0.0
nmmr_u,31.335227246266026,0.1,0.0
nmmr_u,30.753670952806562,0.1,0.0
nmmr_u,42.180766578636465,0.1,0.0
nmmr_u,38.91747439394162,0.1,0.0
nmmr_u,39.74124642927386,0.1,0.0
nmmr_u,67.05199926955876,0.1,0.0
nmmr_u,24.09644568260412,0.1,0.0
nmmr_u,27.477530317843538,0.1,0.0
nmmr_u,96.90570931606797,0.1,0.0
nmmr_u,35.50687481835448,0.1,0.0
nmmr_u,60.63972343328751,0.1,0.01
nmmr_u,51.818335917878095,0.1,0.01
nmmr_u,109.86833475593554,0.1,0.01
nmmr_u,47.05199230746406,0.1,0.01
nmmr_u,45.50902996496338,0.1,0.01
nmmr_u,39.45776833553063,0.1,0.01
nmmr_u,84.61682129278518,0.1,0.01
nmmr_u,46.92314500415979,0.1,0.01
nmmr_u,121.17504837134149,0.1,0.01
nmmr_u,52.61733999465756,0.1,0.01
nmmr_u,31.39731452624567,0.1,0.01
nmmr_u,30.71678692086264,0.1,0.01
nmmr_u,59.81807993930897,0.1,0.01
nmmr_u,59.8721729409178,0.1,0.01
nmmr_u,39.71325619816158,0.1,0.01
nmmr_u,66.63395278889227,0.1,0.01
nmmr_u,27.27667143203687,0.1,0.01
nmmr_u,28.235191077128064,0.1,0.01
nmmr_u,46.38941412880936,0.1,0.01
nmmr_u,58.42702681451523,0.1,0.01
nmmr_u,30.362022751345876,0.1,0.1
nmmr_u,51.476820394605,0.1,0.1
nmmr_u,115.18002239371519,0.1,0.1
nmmr_u,29.5080485639047,0.1,0.1
nmmr_u,45.096664339037254,0.1,0.1
nmmr_u,46.17980083116171,0.1,0.1
nmmr_u,127.77676973138723,0.1,0.1
nmmr_u,45.48797260033976,0.1,0.1
nmmr_u,122.05162318497261,0.1,0.1
nmmr_u,53.54531663098787,0.1,0.1
nmmr_u,31.230976908773293,0.1,0.1
nmmr_u,31.06075944548031,0.1,0.1
nmmr_u,47.78504099911765,0.1,0.1
nmmr_u,64.72741102640306,0.1,0.1
nmmr_u,39.70338263310068,0.1,0.1
nmmr_u,64.91320103898047,0.1,0.1
nmmr_u,29.01630246209735,0.1,0.1
nmmr_u,27.91942661689555,0.1,0.1
nmmr_u,82.2719774572288,0.1,0.1
nmmr_u,59.93666281743278,0.1,0.1
nmmr_u,34.21122432035829,0.1,0.5
nmmr_u,44.75222673799279,0.1,0.5
nmmr_u,115.97683194653385,0.1,0.5
nmmr_u,29.666976823658523,0.1,0.5
nmmr_u,56.86946924119742,0.1,0.5
nmmr_u,41.878310725406536,0.1,0.5
nmmr_u,125.55157550262501,0.1,0.5
nmmr_u,26.462937607804662,0.1,0.5
nmmr_u,116.34693569574938,0.1,0.5
nmmr_u,52.42051361655463,0.1,0.5
nmmr_u,30.444596602748383,0.1,0.5
nmmr_u,24.652328348539577,0.1,0.5
nmmr_u,26.029275607181013,0.1,0.5
nmmr_u,53.354759213502085,0.1,0.5
nmmr_u,46.28797152324067,0.1,0.5
nmmr_u,43.955193877840976,0.1,0.5
nmmr_u,30.57727219300701,0.1,0.5
nmmr_u,28.598463622025925,0.1,0.5
nmmr_u,107.90738222162842,0.1,0.5
nmmr_u,40.8276511769558,0.1,0.5
nmmr_u,33.89893311017663,0.1,1.0
nmmr_u,74.46345841964799,0.1,1.0
nmmr_u,112.32455273006317,0.1,1.0
nmmr_u,53.099813104512236,0.1,1.0
nmmr_u,57.46650957732591,0.1,1.0
nmmr_u,32.49665247572345,0.1,1.0
nmmr_u,42.725085759860875,0.1,1.0
nmmr_u,26.22572416553539,0.1,1.0
nmmr_u,86.71306958052261,0.1,1.0
nmmr_u,65.82068464928076,0.1,1.0
nmmr_u,28.621416880797188,0.1,1.0
nmmr_u,28.773181991735516,0.1,1.0
nmmr_u,39.30129581365351,0.1,1.0
nmmr_u,42.41967138306327,0.1,1.0
nmmr_u,40.72293827014629,0.1,1.0
nmmr_u,70.5394248033268,0.1,1.0
nmmr_u,24.60997959637943,0.1,1.0
nmmr_u,31.595222652221764,0.1,1.0
nmmr_u,97.69921327997768,0.1,1.0
nmmr_u,48.89480917920907,0.1,1.0
nmmr_u,40.8666327106554,0.1,16.0
nmmr_u,184.8263678055976,0.1,16.0
nmmr_u,179.36899730500002,0.1,16.0
nmmr_u,97.91239410269385,0.1,16.0
nmmr_u,151.66006213295563,0.1,16.0
nmmr_u,352.9004806348445,0.1,16.0
nmmr_u,90.18315089787636,0.1,16.0
nmmr_u,145.9652960487756,0.1,16.0
nmmr_u,94.79720833097238,0.1,16.0
nmmr_u,239.68011896029446,0.1,16.0
nmmr_u,165.35296687328022,0.1,16.0
nmmr_u,67.2118090149717,0.1,16.0
nmmr_u,65.28493465400666,0.1,16.0
nmmr_u,183.44974526193522,0.1,16.0
nmmr_u,27.045274497911652,0.1,16.0
nmmr_u,251.82031944891236,0.1,16.0
nmmr_u,54.43431384277884,0.1,16.0
nmmr_u,114.42391189377034,0.1,16.0
nmmr_u,64.44995927022734,0.1,16.0
nmmr_u,69.79523994145976,0.1,16.0
nmmr_u,84.2191130656325,0.1,64.0
nmmr_u,74.70441036569662,0.1,64.0
nmmr_u,63.705754571318934,0.1,64.0
nmmr_u,83.16212825223931,0.1,64.0
nmmr_u,47.332237691104574,0.1,64.0
nmmr_u,81.95849729681075,0.1,64.0
nmmr_u,51.10051293419569,0.1,64.0
nmmr_u,51.80641280511976,0.1,64.0
nmmr_u,98.16854155071171,0.1,64.0
nmmr_u,95.41279801854334,0.1,64.0
nmmr_u,38.00612104229919,0.1,64.0
nmmr_u,116.37966300665566,0.1,64.0
nmmr_u,98.70907739131857,0.1,64.0
nmmr_u,50.277602260497574,0.1,64.0
nmmr_u,107.79065376196858,0.1,64.0
nmmr_u,51.34338717571016,0.1,64.0
nmmr_u,49.60724663181369,0.1,64.0
nmmr_u,27.560626265680884,0.1,64.0
nmmr_u,72.91678636088972,0.1,64.0
nmmr_u,41.66191748045678,0.1,64.0
nmmr_u,137.63122637713153,0.1,150.0
nmmr_u,142.05283609676525,0.1,150.0
nmmr_u,42.92099473198151,0.1,150.0
nmmr_u,120.05961486234244,0.1,150.0
nmmr_u,82.34673103928505,0.1,150.0
nmmr_u,69.75193612657722,0.1,150.0
nmmr_u,75.1343728401403,0.1,150.0
nmmr_u,48.96394247813079,0.1,150.0
nmmr_u,161.02922612375392,0.1,150.0
nmmr_u,41.99994822855068,0.1,150.0
nmmr_u,21.78390845997324,0.1,150.0
nmmr_u,272.48849897827597,0.1,150.0
nmmr_u,208.34473191014095,0.1,150.0
nmmr_u,47.64529798045496,0.1,150.0
nmmr_u,322.0499943842838,0.1,150.0
nmmr_u,86.59773294138907,0.1,150.0
nmmr_u,110.50633205057689,0.1,150.0
nmmr_u,60.46323016721942,0.1,150.0
nmmr_u,160.51283490038173,0.1,150.0
nmmr_u,39.20514070566661,0.1,150.0
nmmr_u,26.650420491147685,0.5,0.0
nmmr_u,71.74267380003442,0.5,0.0
nmmr_u,50.88364335823887,0.5,0.0
nmmr_u,24.882040783354107,0.5,0.0
nmmr_u,39.16669757365143,0.5,0.0
nmmr_u,46.47097133277752,0.5,0.0
nmmr_u,95.89585798990541,0.5,0.0
nmmr_u,40.71660110424076,0.5,0.0
nmmr_u,77.81402080082194,0.5,0.0
nmmr_u,34.93074988242194,0.5,0.0
nmmr_u,31.956498959725216,0.5,0.0
nmmr_u,27.879452350676026,0.5,0.0
nmmr_u,32.722662430086004,0.5,0.0
nmmr_u,55.96364471913047,0.5,0.0
nmmr_u,38.46435648498071,0.5,0.0
nmmr_u,37.313285993911094,0.5,0.0
nmmr_u,32.00369099694867,0.5,0.0
nmmr_u,31.954287210929596,0.5,0.0
nmmr_u,93.88959895996007,0.5,0.0
nmmr_u,46.45385511982646,0.5,0.0
nmmr_u,26.787638747135908,0.5,0.01
nmmr_u,77.37604403737774,0.5,0.01
nmmr_u,50.79304743617204,0.5,0.01
nmmr_u,22.737629720240918,0.5,0.01
nmmr_u,39.22736415413303,0.5,0.01
nmmr_u,46.23115044674149,0.5,0.01
nmmr_u,82.39939382165481,0.5,0.01
nmmr_u,41.40248215178177,0.5,0.01
nmmr_u,77.58768100502853,0.5,0.01
nmmr_u,33.90299565967055,0.5,0.01
nmmr_u,32.9107857113006,0.5,0.01
nmmr_u,26.916073903841557,0.5,0.01
nmmr_u,32.23741584214232,0.5,0.01
nmmr_u,55.9660729631868,0.5,0.01
nmmr_u,38.506051525964665,0.5,0.01
nmmr_u,37.059883692987526,0.5,0.01
nmmr_u,29.125597099686836,0.5,0.01
nmmr_u,32.27696202184448,0.5,0.01
nmmr_u,93.61596081508398,0.5,0.01
nmmr_u,41.79524441783614,0.5,0.01
nmmr_u,26.407750755749372,0.5,0.1
nmmr_u,65.22710246703649,0.5,0.1
nmmr_u,51.251434051094144,0.5,0.1
nmmr_u,20.94694357451103,0.5,0.1
nmmr_u,39.85336383373864,0.5,0.1
nmmr_u,51.86784040698943,0.5,0.1
nmmr_u,84.34171582471353,0.5,0.1
nmmr_u,41.38492515917083,0.5,0.1
nmmr_u,76.6230241881675,0.5,0.1
nmmr_u,38.59696666564915,0.5,0.1
nmmr_u,33.899384077852304,0.5,0.1
nmmr_u,24.677189226099507,0.5,0.1
nmmr_u,58.60190946589995,0.5,0.1
nmmr_u,64.46903325680526,0.5,0.1
nmmr_u,38.55914859854803,0.5,0.1
nmmr_u,55.932172524809985,0.5,0.1
nmmr_u,31.85526972529321,0.5,0.1
nmmr_u,32.56478577711535,0.5,0.1
nmmr_u,100.31118184675839,0.5,0.1
nmmr_u,52.357725321877886,0.5,0.1
nmmr_u,28.231375236794758,0.5,0.5
nmmr_u,91.73292784300837,0.5,0.5
nmmr_u,53.71707926608084,0.5,0.5
nmmr_u,35.31580162425586,0.5,0.5
nmmr_u,49.85085203923173,0.5,0.5
nmmr_u,44.14742426473747,0.5,0.5
nmmr_u,124.6640687976201,0.5,0.5
nmmr_u,40.869573391525854,0.5,0.5
nmmr_u,65.45373832265034,0.5,0.5
nmmr_u,37.91949215234396,0.5,0.5
nmmr_u,26.651613380239745,0.5,0.5
nmmr_u,18.323252665906768,0.5,0.5
nmmr_u,68.36437437843695,0.5,0.5
nmmr_u,60.36867301545443,0.5,0.5
nmmr_u,72.37021632453985,0.5,0.5
nmmr_u,82.6551749465434,0.5,0.5
nmmr_u,38.934246338217676,0.5,0.5
nmmr_u,35.38196054406817,0.5,0.5
nmmr_u,98.95120352695247,0.5,0.5
nmmr_u,63.41479436678251,0.5,0.5
nmmr_u,33.09744429503411,0.5,1.0
nmmr_u,93.33391598696186,0.5,1.0
nmmr_u,67.86273544191656,0.5,1.0
nmmr_u,39.17473175754259,0.5,1.0
nmmr_u,33.60435304580976,0.5,1.0
nmmr_u,49.06505805080816,0.5,1.0
nmmr_u,111.5165208500216,0.5,1.0
nmmr_u,42.73220405759294,0.5,1.0
nmmr_u,71.70008967183429,0.5,1.0
nmmr_u,55.736017830113965,0.5,1.0
nmmr_u,23.60477671365196,0.5,1.0
nmmr_u,15.565608913233453,0.5,1.0
nmmr_u,90.86127113247588,0.5,1.0
nmmr_u,45.78522565879775,0.5,1.0
nmmr_u,39.00242180304393,0.5,1.0
nmmr_u,41.97409073268104,0.5,1.0
nmmr_u,33.682208111170596,0.5,1.0
nmmr_u,35.52274228625911,0.5,1.0
nmmr_u,106.6601487579959,0.5,1.0
nmmr_u,54.24060143787409,0.5,1.0
nmmr_u,34.905048664998546,0.5,16.0
nmmr_u,174.76340102826188,0.5,16.0
nmmr_u,174.0677373203219,0.5,16.0
nmmr_u,95.22388759735927,0.5,16.0
nmmr_u,148.21579021027,0.5,16.0
nmmr_u,351.20706541193374,0.5,16.0
nmmr_u,72.96699349083045,0.5,16.0
nmmr_u,157.33934794620387,0.5,16.0
nmmr_u,95.73263253508318,0.5,16.0
nmmr_u,210.61334766126623,0.5,16.0
nmmr_u,115.82780597337891,0.5,16.0
nmmr_u,69.56788428358496,0.5,16.0
nmmr_u,53.7336888942629,0.5,16.0
nmmr_u,227.5360971775725,0.5,16.0
nmmr_u,25.15334566163931,0.5,16.0
nmmr_u,330.3595179401129,0.5,16.0
nmmr_u,57.05438198247096,0.5,16.0
nmmr_u,91.60040181569568,0.5,16.0
nmmr_u,58.65363180436668,0.5,16.0
nmmr_u,82.09119853431268,0.5,16.0
nmmr_u,86.8023732932997,0.5,64.0
nmmr_u,77.08025460444,0.5,64.0
nmmr_u,56.12222021301311,0.5,64.0
nmmr_u,84.41912662512061,0.5,64.0
nmmr_u,54.89055116253398,0.5,64.0
nmmr_u,92.13953915183336,0.5,64.0
